Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB003140,2R,37599417,37601112,1,AATE003742,KI421892,4371637,4373249,AGAP003804,2R,43474677,43476427
AALB007356,3R,28223511,28226589,1,AATE001097,KI421909,1105036,1113664,AGAP010319,3L,643225,662178
AALB001594,2L,33771772,33792064,-1,AATE005824,KI421912,274659,294280,AGAP009995,3R,47368669,47395232
AALB014035,2L,18035838,18036197,1,,,,,,,,
AALB014655,3L,405812,406887,1,,,,,,,,
AALB004388,3L,8038423,8046143,1,AATE015396,KI421894,3505594,3514601,AGAP005290,2L,13721263,13730958
AALB010440,3R,13627000,13629172,1,AATE018434,KI421899,3772330,3775005,AGAP010973,3L,14388801,14390416
AALB008818,2R,9387288,9399339,1,AATE007783,KI421888,4443017,4454020,AGAP001905,2R,11978382,11987819
AALB002347,2R,15377478,15378211,1,,,,,,,,
AALB000622,2L,14325011,14329265,-1,AATE015901,KI421882,14116086,14126253,AGAP008443,3R,10836681,10858641
AALB005271,3L,21533170,21534903,1,AATE015574,KI421891,1092109,1094837,AGAP006786,2L,38213127,38215035
AALB001149,2L,5072114,5072771,-1,AATE011871,KI421882,15333582,15334551,AGAP009906,3R,45185906,45186489
AALB007163,2R,17575189,17583421,1,AATE006965,KI421888,3148355,3158834,AGAP003186,2R,33655095,33666264
AALB007455,3R,33235799,33240489,1,,,,,AGAP004679,2L,207894,210460
AALB005978,3L,30031924,30036582,-1,AATE008576,KI421884,12678911,12681021,AGAP007407,2L,46343669,46344488
AALB005978,3L,30031924,30036582,-1,AATE008576,KI421884,12678911,12681021,AGAP007410,2L,46351155,46351761
AALB005978,3L,30031924,30036582,-1,AATE008576,KI421884,12678911,12681021,AGAP007408,2L,46344980,46345556
AALB005978,3L,30031924,30036582,-1,AATE008576,KI421884,12678911,12681021,AGAP007409,2L,46349603,46350197
AALB005978,3L,30031924,30036582,-1,AATE008576,KI421884,12678911,12681021,AGAP007412,2L,46355209,46355803
AALB008684,2R,46364474,46366647,-1,,,,,AGAP004431,2R,55941884,55943989
AALB005450,3L,23737076,23742272,1,AATE005336,KI421884,11735899,11758479,AGAP007538,2L,47353468,47369326
AALB003822,3R,1211013,1213117,1,,,,,AGAP011877,3L,34604737,34605920
AALB009436,2R,1322368,1324911,-1,AATE009231,KI421888,2951803,2954531,AGAP002504,2R,22066592,22069024
AALB001919,2L,27709746,27710976,-1,,,,,AGAP008040,3R,4798709,4800283
AALB003728,3R,127743,133383,1,AATE002977,KI421887,8258395,8267248,AGAP011890,3L,34643254,34655244
AALB015338,3L,19705642,19705893,1,,,,,,,,
AALB006005,3L,30444732,30457499,1,AATE005311,KI421886,7584137,7585711,AGAP005851,2L,22608607,22610192
AALB003890,3R,28395123,28406298,1,AATE019005,KI421909,934375,947357,AGAP012461,UNKN,4121046,4160150
AALB007051,3R,25933375,25934009,-1,AATE002635,KI421893,745394,746772,AGAP011164,3L,18187345,18188878
AALB004595,3L,11886717,11890506,-1,AATE010930,KI421886,391801,392571,AGAP005589,2L,17484834,17486338
AALB009367,2R,2299332,2312934,-1,AATE016425,KI421888,944117,960414,AGAP001209,2R,1570811,1583778
AALB010099,3R,7752341,7756302,1,AATE007635,KI421893,7118921,7126021,AGAP011571,3L,27958642,27964285
AALB002646,2R,10835149,10842276,-1,AATE018733,KI421883,4965335,4979096,AGAP004008,2R,47827809,47834768
AALB015677,3L,11781090,11784596,1,,,,,,,,
AALB015680,3L,11789289,11790594,1,,,,,,,,
AALB001073,2L,6568946,6569810,1,,,,,AGAP011844,3L,33983528,33984438
AALB001073,2L,6568946,6569810,1,,,,,AGAP002615,2R,24202829,24203754
AALB001073,2L,6568946,6569810,1,,,,,AGAP002074,2R,14821998,14823625
AALB003123,2R,37398177,37398557,-1,AATE017361,KI421892,4585995,4588271,AGAP003819,2R,43755530,43756407
AALB014045,2L,15633740,15634818,-1,,,,,,,,
AALB014008,2L,23539071,23545198,-1,AATE008874,KI421882,6412301,6413680,AGAP009702,3R,39164954,39166287
AALB014061,2L,12782075,12782584,-1,,,,,,,,
AALB001933,2L,27399857,27401661,1,AATE011968,KI421882,5241197,5257368,AGAP009306,3R,31046007,31064590
AALB008805,2R,9689861,9690488,1,,,,,,,,
AALB015201,3L,19746019,19746121,1,,,,,,,,
AALB005569,3L,24955795,24956539,1,AATE007986,KI421905,1082911,1083662,AGAP007213,2L,44367385,44367839
AALB001581,2L,33914487,33921893,-1,AATE020782,KI421889,9105533,9110637,AGAP008900,3R,20579510,20581247
AALB008319,2R,28903531,28904223,-1,AATE006414,KI421908,1174834,1175532,AGAP004618,2R,58541056,58541751
AALB005912,3L,29083917,29086496,-1,AATE000278,KI421884,12460506,12461678,AGAP007442,2L,46602715,46604155
AALB010707,3R,17998924,18000996,-1,AATE020919,KI421887,3329712,3335802,AGAP010777,3L,10199284,10200909
AALB003237,3L,2649701,2651278,1,AATE011054,KI421884,7492289,7493866,AGAP006250,2L,28614984,28616576
AALB001992,2L,26647527,26649645,-1,AATE016080,KI421882,14217969,14220999,AGAP009878,3R,44683920,44685754
AALB001992,2L,26647527,26649645,-1,AATE016080,KI421882,14217969,14220999,AGAP012728,UNKN,25702977,25704500
AALB004780,3L,14612583,14615818,1,AATE002971,KI421891,5490202,5493293,AGAP005896,2L,23294510,23314550
AALB008835,2R,9256806,9258193,-1,AATE007298,KI421888,4293483,4295719,AGAP013102,2R,11822409,11823412
AALB004255,3L,6069365,6070667,1,AATE013336,KI421886,5701325,5703386,AGAP007043,2L,41561354,41563347
AALB004255,3L,6069365,6070667,1,AATE016438,KI421886,5704913,5706454,AGAP007043,2L,41561354,41563347
AALB007153,2R,17665874,17667100,1,AATE018751,KI421888,3238537,3241037,AGAP012981,2R,33780517,33782969
AALB007153,2R,17665874,17667100,1,AATE018751,KI421888,3238537,3241037,AGAP003200,2R,33798546,33800823
AALB007325,3L,939810,945659,1,AATE017275,KI421886,2838389,2854569,AGAP012445,UNKN,1233022,1242628
AALB005312,3L,22268308,22270505,1,AATE017232,KI421884,258842,261386,AGAP006828,2L,39050620,39053268
AALB000408,2L,18428070,18431993,-1,AATE012552,KI421882,3572190,3575299,AGAP008558,3R,12706983,12708979
AALB003590,2R,39999330,40000736,-1,AATE011154,KI421885,9405026,9406285,AGAP003059,2R,31689300,31794464
AALB005018,3L,18495452,18496790,-1,AATE001420,KI422231,6477,11425,AGAP007033,2L,41257850,41260185
AALB005018,3L,18495452,18496790,-1,AATE001420,KI422231,6477,11425,AGAP007035,2L,41266619,41268364
AALB005018,3L,18495452,18496790,-1,AATE001420,KI422231,6477,11425,AGAP007036,2L,41271509,41272901
AALB008754,2R,45320157,45322876,1,AATE000952,KI421885,8984352,8991339,AGAP001564,2R,6286886,6299463
AALB003399,2R,42583274,42585382,-1,AATE006633,KI421883,16477163,16495213,,,,
AALB002736,2R,45136623,45139747,1,AATE007428,KI421885,7502152,7502706,AGAP002189,2R,17331871,17332553
AALB001488,2L,35202846,35203253,-1,,,,,,,,
AALB014356,2R,38725869,38727234,-1,,,,,,,,
AALB000604,2L,14420708,14421602,1,,,,,,,,
AALB009908,3R,4398035,4399756,1,,,,,,,,
AALB002364,2R,15286183,15297460,-1,AATE001116,KI421897,3233205,3238327,AGAP003587,2R,40355281,40362119
AALB010301,3R,11700321,11704553,1,,,,,,,,
AALB001626,2L,33133257,33133613,1,AATE010610,KI421882,18130284,18147987,AGAP009474,3R,34208504,34220987
AALB006232,3L,33364052,33372471,-1,AATE015023,KI421884,11523517,11543595,AGAP007560,2L,47565374,47575530
AALB003346,2R,43872375,43872812,1,AATE014989,KI421885,2292435,2293078,AGAP004048,2R,48631543,48632214
AALB003346,2R,43872375,43872812,1,AATE014989,KI421885,2292435,2293078,AGAP012914,UNKN,38648117,38648531
AALB008613,2R,47627956,47642382,1,AATE016398,KI421915,250285,269199,AGAP002296,2R,18701954,18719082
AALB008849,2R,9105214,9111933,1,AATE010958,KI421885,6905345,6934382,AGAP002165,2R,16670768,16682537
AALB004755,3L,14178315,14185185,1,AATE004554,KI421894,2856879,2868744,,,,
AALB006225,3L,33234930,33238025,-1,AATE003990,KI421884,11363192,11365536,AGAP007565,2L,47724214,47727945
AALB010683,3R,17721117,17723229,1,AATE000207,KI421887,3607889,3610033,AGAP010798,3L,10556385,10560796
AALB003614,2R,39545061,39548642,1,,,,,AGAP004094,2R,49717597,49718384
AALB015619,2R,7076133,7077910,1,AATE015748,KI421888,9752979,9755190,AGAP002865,2R,28491415,28493141
AALB010807,3R,19740782,19756408,1,AATE003088,KI421887,2366004,2389707,AGAP012161,3L,38157310,38176230
AALB015272,3L,18111901,18112007,1,,,,,,,,
AALB007604,3R,29619939,29624143,-1,AATE001185,KI421913,481775,483086,AGAP010439,3L,3622183,3627710
AALB007604,3R,29619939,29624143,-1,AATE015767,KI421913,478349,480682,AGAP010439,3L,3622183,3627710
AALB006003,3L,30376794,30377884,1,AATE015391,KI421886,7503342,7504809,AGAP005848,2L,22488407,22489811
AALB009224,2R,3780970,3783565,-1,AATE012938,KI421888,2871759,2873560,AGAP002515,2R,22177211,22178562
AALB014645,2R,17745058,17746754,-1,,,,,,,,
AALB002896,2R,50317815,50321069,-1,,,,,,,,
AALB005521,3L,24476777,24479820,-1,,,,,AGAP007691,2L,49082772,49088307
AALB010613,3R,16647927,16652768,1,AATE020173,KI421901,2181329,2191091,AGAP012183,3L,38457599,38460866
AALB015453,3L,31699987,31702199,1,AATE016279,KI421886,4869741,4872474,AGAP005749,2L,20197176,20199146
AALB014170,2L,32515300,32515716,1,,,,,,,,
AALB008926,2R,7803883,7804527,-1,AATE015830,KI421906,1322111,1322755,AGAP004481,2R,56795453,56796250
AALB007846,2L,209071,221522,-1,,,,,,,,
AALB001815,2L,29284288,29285175,1,AATE018686,KI421889,6226225,6227286,AGAP028068,3R,20261737,20262671
AALB015755,3L,19289880,19290676,1,,,,,,,,
AALB003506,2R,41179520,41180278,1,AATE017077,KI421883,711705,712559,AGAP013344,2R,25175993,25176786
AALB008114,2R,32054033,32057179,1,AATE003389,KI421906,792628,795747,AGAP001745,2R,9240500,9243772
AALB006066,3L,31074038,31079399,-1,,,,,AGAP028579,UNKN,5058720,5059600
AALB006066,3L,31074038,31079399,-1,,,,,AGAP013250,2R,6126689,6142448
AALB015788,2R,10910153,10911759,-1,AATE004155,KI421883,5111876,5113633,AGAP003641,2R,40894010,40895072
AALB015788,2R,10910153,10911759,-1,AATE004155,KI421883,5111876,5113633,AGAP003639,2R,40879164,40880765
AALB000959,2L,8917897,8918750,1,AATE001452,KI421890,8101081,8109798,AGAP008708,3R,15829302,15830494
AALB002431,2R,14327670,14328387,1,AATE004882,KI421883,7263061,7264310,AGAP001711,2R,8858256,8859760
AALB000417,2L,18221321,18228331,1,AATE002453,KI421882,3781330,3788944,,,,
AALB015584,2L,28822439,28824101,-1,,,,,,,,
AALB010201,3R,9967171,9969160,-1,AATE017570,KI421899,2697808,2698767,AGAP012235,3L,39176804,39177692
AALB015665,2L,17975708,17977893,1,AATE009355,KI421882,16649561,16655696,AGAP009388,3R,31930954,31938749
AALB010408,3R,13269422,13271529,1,,,,,,,,
AALB004254,3L,6066876,6068741,-1,AATE004550,KI421891,4913900,4915858,AGAP005874,2L,22716848,22718746
AALB005775,3L,27544897,27546857,-1,AATE000225,KI421884,6095588,6105319,AGAP005977,2L,24411062,24419825
AALB010714,3R,18085352,18087258,1,AATE003613,KI421887,3251345,3281179,AGAP010767,3L,10025481,10070878
AALB002194,2R,20782223,20784355,1,AATE015744,KI421897,2319128,2324429,AGAP001993,2R,13234706,13237607
AALB009259,2R,3413417,3421794,1,AATE013636,KI421892,2594595,2604383,AGAP001469,2R,5341315,5350782
AALB010403,3R,13086977,13092875,1,AATE009652,KI421901,3593552,3604858,AGAP010597,3L,6789190,6794637
AALB009999,3R,6117047,6117787,-1,,,,,,,,
AALB010323,3R,11984092,11989465,1,AATE000246,KI421887,6561540,6566309,AGAP011685,3L,31378369,31380363
AALB003856,3R,1960828,1963242,-1,AATE019175,KI421887,5035619,5038571,AGAP011605,3L,29406268,29409325
AALB014925,3R,6462885,6465757,-1,,,,,,,,
AALB009829,3R,3436629,3438182,1,AATE010436,KI421902,2264281,2266267,AGAP028500,3L,9056570,9058348
AALB015259,3R,5891834,5891898,1,,,,,,,,
AALB010316,3R,11906761,11915512,1,,,,,,,,
AALB005425,3L,23466962,23469886,-1,AATE013932,KI421884,11183258,11186265,AGAP007676,2L,48943999,48946851
AALB009649,2R,24690587,24691702,-1,,,,,,,,
AALB010459,3R,14011010,14016184,1,,,,,,,,
AALB010498,3R,14916674,14917150,-1,AATE003036,KI421901,52977,53681,AGAP012322,3L,40217381,40217853
AALB007251,2R,16505938,16511339,1,AATE021107,KI421883,12709318,12711660,AGAP003980,2R,47467067,47469414
AALB004694,3L,13341960,13345625,1,,,,,,,,
AALB000603,2L,14458648,14464129,1,AATE018837,KI421882,13962415,13975763,AGAP008471,3R,10939024,10982241
AALB014050,2L,14731337,14731763,-1,,,,,,,,
AALB014535,3L,29425751,29428409,1,,,,,,,,
AALB001466,2L,35480088,35485233,-1,AATE019602,KI421882,10385070,10390484,AGAP008350,3R,9726877,9731776
AALB000654,2L,13784831,13791826,1,AATE009502,KI421890,4847309,4855781,AGAP008794,3R,17938329,17947222
AALB014177,2L,32300947,32301244,-1,,,,,,,,
AALB007486,3R,32581253,32584438,1,,,,,,,,
AALB003459,2R,41640693,41662114,1,AATE010602,KI421885,483672,501911,AGAP003854,2R,44570003,44579089
AALB003272,3L,3099358,3100732,-1,AATE002192,KI421884,2281096,2300733,,,,
AALB001045,2L,7122513,7127689,1,AATE009656,KI421882,8988537,9002293,AGAP009267,3R,30200345,30211818
AALB003791,3R,831665,833280,-1,AATE019824,KI421887,7389515,7391591,AGAP012379,3L,41348796,41350494
AALB014884,2R,25924831,25932058,-1,,,,,,,,
AALB009583,2R,24055015,24058195,-1,,,,,AGAP001319,2R,2983192,2984995
AALB003659,2R,38869687,38875735,-1,AATE007688,KI421892,338287,348097,AGAP002883,2R,28651850,28663610
AALB004578,3L,11764013,11764752,-1,AATE003637,KI421884,5157339,5159671,AGAP006040,2L,25546090,25548795
AALB008397,2R,27555058,27556708,1,AATE005997,KI421885,4786695,4788878,AGAP004226,2R,52187555,52189723
AALB000122,2L,23951522,23952331,1,,,,,,,,
AALB008199,2R,30903586,30914461,1,AATE017316,KI421940,145432,147594,AGAP001754,2R,9447208,9460299
AALB008199,2R,30903586,30914461,1,AATE006559,KI421888,8695213,8702450,AGAP001754,2R,9447208,9460299
AALB008199,2R,30903586,30914461,1,AATE005937,KI421900,3427824,3438956,AGAP001754,2R,9447208,9460299
AALB007434,3R,27020957,27021906,1,AATE007023,KI421902,509245,511184,AGAP011278,3L,20489500,20489961
AALB004307,3L,7088473,7104922,1,AATE011099,KI421894,2419561,2435611,AGAP004850,2L,4448317,4459825
AALB002750,2R,44945931,44948295,1,AATE020053,KI421897,1736894,1739109,AGAP002388,2R,20880469,20882947
AALB000499,2L,16825983,16826749,-1,AATE007290,KI421889,3264912,3268590,,,,
AALB002718,2R,10016540,10022590,-1,AATE002979,KI421888,5092015,5108536,AGAP001944,2R,12692620,12717413
AALB001628,2L,33009696,33010817,1,,,,,,,,
AALB001146,2L,5075570,5077480,1,AATE004189,KI421882,15341185,15343274,AGAP009903,3R,45180851,45182495
AALB000485,2L,17032806,17035902,-1,AATE005291,KI421882,13609081,13612341,AGAP008194,3R,6565512,6568785
AALB014965,3R,12839079,12839300,1,,,,,,,,
AALB004226,3L,5629023,5630909,-1,,,,,,,,
AALB010370,3R,12682359,12683516,1,AATE012391,KI421887,8721093,8722124,AGAP011847,3L,33990326,33995358
AALB005507,3L,24302056,24303141,1,AATE017693,KI421905,1837867,1839141,AGAP012658,UNKN,22697816,22698745
AALB005507,3L,24302056,24303141,1,AATE017693,KI421905,1837867,1839141,AGAP007283,2L,45000529,45001413
AALB008924,2R,7810578,7813589,-1,AATE010519,KI421906,1312781,1319607,AGAP003151,2R,33381051,33383831
AALB014631,3R,25114299,25116896,1,,,,,,,,
AALB014556,3L,33191434,33194070,1,,,,,,,,
AALB005783,3L,27643251,27643985,1,AATE020596,KI421884,6197156,6197641,AGAP005967,2L,24302687,24303296
AALB005783,3L,27643251,27643985,1,AATE020596,KI421884,6197156,6197641,AGAP005968,2L,24304662,24305239
AALB005783,3L,27643251,27643985,1,AATE020596,KI421884,6197156,6197641,AGAP005969,2L,24305987,24306501
AALB005783,3L,27643251,27643985,1,AATE020596,KI421884,6197156,6197641,AGAP005966,2L,24301126,24301737
AALB005783,3L,27643251,27643985,1,AATE008605,KI421884,6212750,6213375,AGAP005967,2L,24302687,24303296
AALB005783,3L,27643251,27643985,1,AATE008605,KI421884,6212750,6213375,AGAP005968,2L,24304662,24305239
AALB005783,3L,27643251,27643985,1,AATE008605,KI421884,6212750,6213375,AGAP005969,2L,24305987,24306501
AALB005783,3L,27643251,27643985,1,AATE008605,KI421884,6212750,6213375,AGAP005966,2L,24301126,24301737
AALB005783,3L,27643251,27643985,1,AATE018830,KI421884,6198335,6198916,AGAP005967,2L,24302687,24303296
AALB005783,3L,27643251,27643985,1,AATE018830,KI421884,6198335,6198916,AGAP005968,2L,24304662,24305239
AALB005783,3L,27643251,27643985,1,AATE018830,KI421884,6198335,6198916,AGAP005969,2L,24305987,24306501
AALB005783,3L,27643251,27643985,1,AATE018830,KI421884,6198335,6198916,AGAP005966,2L,24301126,24301737
AALB004473,3L,9922467,9922639,-1,,,,,,,,
AALB010183,3R,9825197,9828680,-1,AATE015299,KI421899,2506022,2510857,AGAP012251,3L,39324424,39328403
AALB008908,2R,7985221,7995624,1,AATE004303,KI421914,447685,448432,AGAP003379,2R,37176050,37176719
AALB008908,2R,7985221,7995624,1,AATE004303,KI421914,447685,448432,AGAP003385,2R,37198552,37199210
AALB008908,2R,7985221,7995624,1,AATE004303,KI421914,447685,448432,AGAP012795,UNKN,29527873,29528133
AALB008908,2R,7985221,7995624,1,AATE016999,KI421914,481192,481834,AGAP003379,2R,37176050,37176719
AALB008908,2R,7985221,7995624,1,AATE016999,KI421914,481192,481834,AGAP003385,2R,37198552,37199210
AALB008908,2R,7985221,7995624,1,AATE016999,KI421914,481192,481834,AGAP012795,UNKN,29527873,29528133
AALB007301,3L,341010,351168,1,AATE016317,KI421886,1802201,1804301,,,,
AALB007301,3L,341010,351168,1,AATE017305,KI421886,1795611,1802139,,,,
AALB010619,3R,16735920,16738017,1,AATE010942,KI421901,2050866,2053347,AGAP012192,3L,38566098,38568181
AALB009965,3R,5701000,5706632,1,,,,,,,,
AALB000137,2L,23448637,23449149,1,AATE009614,KI421882,6286149,6299376,,,,
AALB015862,2R,4830254,4836521,-1,AATE001786,KI421888,8362282,8369360,AGAP001523,2R,5832762,5838593
AALB009468,2R,1017752,1018741,-1,AATE015467,KI421883,10147469,10148432,AGAP005092,2L,9909441,9910601
AALB009468,2R,1017752,1018741,-1,AATE015467,KI421883,10147469,10148432,AGAP004462,2R,56712791,56713727
AALB004399,3L,8159489,8160969,1,AATE006192,KI421894,3358285,3361126,AGAP005277,2L,13554366,13556618
AALB005849,3L,28458990,28477811,-1,AATE001909,KI421886,8842702,8862942,AGAP006155,2L,27302377,27304671
AALB005849,3L,28458990,28477811,-1,AATE001909,KI421886,8842702,8862942,AGAP006156,2L,27308590,27323533
AALB009307,2R,2887131,2889559,-1,AATE002356,KI421888,332098,333916,AGAP001114,2R,346604,349603
AALB008492,3R,23603276,23604550,1,AATE011074,KI421893,6387837,6392593,,,,
AALB015004,3R,20418764,20419056,1,,,,,,,,
AALB004647,3L,12500225,12500562,-1,,,,,AGAP006409,2L,31569083,31569433
AALB004462,3L,9583801,9585637,-1,,,,,,,,
AALB007618,3R,29868816,29878010,-1,AATE020038,KI421909,70154,84175,AGAP010886,3L,12486378,12496465
AALB002717,2R,10038306,10042142,1,AATE011848,KI421888,5080436,5085550,AGAP001943,2R,12684515,12690361
AALB001089,2L,6273382,6278696,-1,AATE020528,KI421890,8833784,8836685,AGAP008748,3R,16868883,16871394
AALB003839,3R,1555233,1558854,-1,AATE021177,KI421887,5521760,5523784,AGAP011619,3L,29992355,29995972
AALB007952,2L,1621459,1622162,-1,AATE006688,KI421889,406800,407652,AGAP010064,3R,48533897,48534741
AALB006216,3L,33186368,33186789,1,,,,,AGAP007577,2L,47795365,47796084
AALB005380,3L,22974559,22978014,-1,,,,,AGAP006720,2L,37162048,37166329
AALB015485,2R,13383997,13396400,1,AATE020101,KI421892,3079563,3084802,AGAP003784,2R,43274713,43286467
AALB004690,3L,13250043,13251278,-1,AATE018417,KI421884,3829957,3831448,AGAP006662,2L,36432686,36433912
AALB015309,2R,19958601,19958672,-1,,,,,,,,
AALB014643,2R,18370006,18372798,1,,,,,,,,
AALB010194,3R,9911601,9912512,1,,,,,,,,
AALB014830,2R,7562314,7562965,1,,,,,,,,
AALB001261,3R,31335425,31336298,-1,,,,,,,,
AALB003160,2R,37924585,37925473,-1,AATE000591,KI421892,3984795,3987395,AGAP004452,2R,56391403,56398232
AALB005263,3L,21471412,21485041,-1,AATE018280,KI421891,1145456,1164134,AGAP006776,2L,38134186,38148003
AALB003013,2R,35272174,35279373,-1,AATE002153,KI421892,1873715,1879109,AGAP001362,2R,3571835,3577510
AALB009534,2R,195972,199502,-1,AATE002726,KI421883,8865107,8865448,AGAP003230,2R,34054687,34058011
AALB009534,2R,195972,199502,-1,AATE008255,KI421883,8867432,8870645,AGAP003230,2R,34054687,34058011
AALB009534,2R,195972,199502,-1,AATE015225,KI421883,8850605,8853600,AGAP003230,2R,34054687,34058011
AALB003376,2R,42953205,42962519,1,,,,,,,,
AALB008747,2R,45408375,45447433,-1,AATE003846,KI421883,13721999,13750259,AGAP001660,2R,7568322,7607358
AALB010081,3R,7480514,7482452,-1,AATE016628,KI421899,4052302,4060330,,,,
AALB002216,2R,20432004,20432779,-1,AATE001171,KI421888,3478013,3478977,AGAP001819,2R,10869932,10870919
AALB014150,2L,37937376,37940592,1,AATE007305,KI421882,12086177,12092586,,,,
AALB010135,3R,8769477,8772476,-1,AATE011369,KI421887,10176741,10180114,AGAP012057,3L,37173628,37176799
AALB010461,3R,14022833,14032386,1,AATE009494,KI421902,2545121,2560985,AGAP011336,3L,21356745,21370387
AALB009532,2R,201370,203414,-1,AATE019399,KI421883,8872665,8874794,AGAP003228,2R,34050297,34052181
AALB005920,3L,29267736,29270166,1,AATE013253,KI421886,8367940,8370364,AGAP006371,2L,30561675,30563157
AALB007362,3R,28091174,28092058,1,,,,,,,,
AALB002078,2R,22940185,22941162,-1,,,,,,,,
AALB010828,3R,19985653,19988847,-1,AATE013697,KI421887,9224911,9228948,AGAP011772,3L,33119328,33123245
AALB002906,2R,50736790,50745434,-1,,,,,,,,
AALB010187,3R,9854186,9859028,-1,AATE002622,KI421899,2543024,2551691,AGAP012247,3L,39297023,39298182
AALB005467,3L,23937763,23939376,1,,,,,AGAP007711,2L,49177957,49179255
AALB008452,2R,26562324,26563315,1,,,,,,,,
AALB004048,3R,21291540,21294421,1,AATE004036,KI421893,4862203,4862996,,,,
AALB002452,2R,13992082,13992541,1,AATE016148,KI421885,7237366,7293123,AGAP002178,2R,16922254,17079034
