"alb_id";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_id";"atr_chr";"atr_start";"atr_end";"atr_strand";"gam_id";"gam_chr";"gam_start";"gam_end";"gam_strand";"sin_id";"sin_chr";"sin_start";"sin_end";"sin_strand"
"AALB001955";"2L";91079788;91081455;-1;"AATE006612";"2R";19923426;19925069;1;"AGAP009338";"3R";166558271;166560115;-1;"ASIC006739";"2R";16359077;16360705;1
"AALB002037";"2L";90053744;90059060;1;"AATE017284";"2R";31525820;31551227;1;"AGAP008058";"3R";139916921;139935806;1;"ASIC006954";"2R";32009055;32009114;-1
"AALB003787";"3R";102674401;102677247;-1;"AATE019603";"3L";169064736;169068307;1;"AGAP012375";"3L";229347888;229349883;-1;"ASIC018012";"3L";78391156;78391833;-1
"AALB000807";"2L";75210125;75211420;1;"AATE003700";"2R";28098528;28099808;1;"AGAP009783";"3R";178289575;178290828;-1;"ASIC017230";"2R";22694396;22695676;1
"AALB000961";"2L";72844218;72849399;1;"AATE010528";"2R";37394983;37400898;1;"AGAP008711";"3R";150892341;150945409;-1;"ASIC006502";"2R";17387693;17388227;-1
"AALB002703";"2R";22319998;22323314;1;"AATE018386";"3R";108379178;108384919;1;"AGAP001955";"2R";37056554;37062573;1;"ASIC008228";"3R";56607226;56608005;1
"AALB004458";"3L";146037658;146040232;-1;"AATE003474";"2L";68616739;68643317;-1;"AGAP005808";"2L";107209070;107217680;1;"ASIC016385";"2L";34911392;34911530;-1
"AALB004915";"3L";153841637;153846906;1;"AATE018513";"2L";62587384;62593269;1;"AGAP006921";"2L";125697937;125703054;1;"ASIC018845";"2L";46050605;46050748;1
"AALB009385";"2R";14173710;14180761;1;"AATE007987";"3R";104444012;104450106;-1;"AGAP013523";"2R";25503341;25509643;1;"ASIC011400";"3R";54084718;54084763;1
"AALB009215";"2R";16065424;16082973;1;"AATE004430";"3R";105165209;105171032;1;"AGAP001269";"2R";26394877;26399438;1;"ASIC011496";"3R";54785890;54785967;1
"AALB004669";"3L";149552226;149554283;1;"AATE000458";"2L";64960228;64962867;1;"AGAP007029";"2L";126724653;126726592;1;"ASIC018916";"2L";48360131;48360301;1
"AALB005367";"3L";159430816;159432714;-1;"AATE010939";"2L";96598255;96600461;1;"AGAP006700";"2L";122622713;122624600;-1;"ASIC019190";"2L";43308858;43308929;-1
"AALB000350";"2L";83493717;83494904;1;"AATE009349";"2R";35400469;35401653;-1;"AGAP009175";"3R";163143553;163144764;1;"ASIC006670";"2R";19125086;19125097;-1
"AALB006564";"X";4913281;4915033;-1;"AATE001099";"X";2920976;2923077;1;"AGAP000154";"X";2485052;2486869;1;"ASIC017047";"X";9267722;9268852;1
"AALB009682";"2R";37529259;37530484;1;"AATE002494";"3R";117998524;118000317;1;"AGAP002608";"2R";48096069;48097579;-1;"ASIC021860";"3R";61730638;61730696;1
"AALB004941";"3L";154061096;154072149;-1;"AATE000109";"2L";84095213;84095980;1;"AGAP006150";"2L";112859007;112859421;-1;"ASIC019246";"2L";45178290;45178307;-1
"AALB006815";"X";1716663;1723000;1;"AATE009592";"X";14785819;14795380;-1;"AGAP000653";"X";11683504;11686565;-1;"ASIC017017";"X";9567735;9567803;-1
"AALB003198";"3L";138334811;138337259;-1;"AATE001850";"2L";76248834;76258458;1;"AGAP005171";"2L";97009994;97018604;-1;"ASIC012296";"2L";42007676;42008209;-1
"AALB005858";"3L";165160527;165162309;-1;"AATE000278";"2L";73903558;73904730;-1;"AGAP007442";"2L";132275002;132276442;1;"ASIC019750";"2L";49600185;49601624;-1
"AALB003731";"3R";102077518;102085581;1;"AATE003805";"3L";169802471;169809411;-1;"AGAP011897";"3L";222790550;222797931;-1;"ASIC018125";"3L";77654157;77654297;1
"AALB004707";"3L";150151450;150154874;1;"AATE012896";"2L";77401849;77414057;-1;"AGAP005918";"2L";109330590;109341957;1;"ASIC012245";"2L";43146956;43147132;-1
"AALB002979";"2R";46826284;46830123;1;"AATE001360";"3R";159190896;159195254;-1;"AGAP004548";"2R";81778197;81781414;-1;"ASIC021887";"3R";61841729;61842877;1
"AALB010522";"3R";117056337;117057940;1;"AATE007071";"3L";180812010;180813781;1;"AGAP011803";"3L";221452620;221454058;1;"ASIC017774";"3L";80465639;80466721;-1
"AALB010350";"3R";114461713;114464333;1;"AATE007493";"3L";183863372;183867219;1;"AGAP011058";"3L";203915040;203917728;-1;"ASIC019491";"3L";74387890;74389467;1
"AALB006190";"3L";169442656;169446224;1;"AATE012015";"2L";96062286;96066857;-1;"AGAP006738";"2L";123298168;123304058;1;"ASIC019101";"2L";43832725;43832938;1
"AALB010042";"3R";108848338;108849791;-1;"AATE009784";"3L";184727440;184729269;1;"AGAP011505";"3L";213839737;213840423;-1;"ASIC008378";"3L";72252251;72252350;-1
"AALB003781";"3R";102600899;102602994;-1;"AATE016558";"3L";169149723;169156916;1;"AGAP012367";"3L";229246540;229248655;-1;"ASIC018023";"3L";78302927;78303050;-1
"AALB005301";"3L";158702234;158703398;-1;"AATE004929";"2L";82704244;82705593;-1;"AGAP006814";"2L";124529202;124530536;-1;"ASIC019601";"2L";50726551;50726659;-1
"AALB009635";"2R";36740223;36745415;1;"AATE010703";"3R";138526767;138528959;1;"AGAP003867";"2R";68952941;68954813;1;"ASIC014049";"3R";58294693;58294722;-1
"AALB002699";"2R";22361209;22361847;1;"AATE012801";"3R";108426191;108426823;1;"AGAP001454";"2R";29520774;29521507;1;"ASIC008236";"3R";56654462;56655094;1
"AALB004878";"3L";153156769;153161757;1;"AATE001226";"2L";76747133;76752683;1;"AGAP005159";"2L";96446192;96448240;-1;"ASIC012334";"2L";42461930;42462116;1
"AALB000387";"2L";82802444;82807817;1;"AATE000132";"2R";48569865;48571700;1;"AGAP007800";"3R";136129797;136131629;1;"ASIC016037";"2L";36464479;36466311;1
"AALB006880";"X";1000698;1010744;-1;"AATE006248";"X";10689238;10712985;-1;"AGAP000198";"X";3227256;3258334;1;"ASIC020392";"X";6735377;6735394;1
"AALB004914";"3L";153819607;153820321;-1;"AATE002533";"2L";62555747;62556912;-1;"AGAP006918";"2L";125668194;125669394;-1;"ASIC018847";"2L";46020882;46021010;-1
"AALB004502";"3L";147215341;147217483;-1;"AATE016492";"2L";71720605;71723086;-1;"AGAP006649";"2L";121339118;121341189;-1;"ASIC019632";"2L";52627462;52628077;-1
"AALB004792";"3L";151345081;151355238;-1;"AATE016221";"2L";76942382;76947650;-1;"AGAP005145";"2L";96211374;96215715;1;"ASIC012355";"2L";42665150;42665249;-1
"AALB008844";"2R";21334147;21335085;-1;"AATE017686";"3R";107370820;107371539;-1;"AGAP013033";"2R";35944912;35945601;-1;"ASIC008302";"3R";55630667;55631317;-1
"AALB009066";"2R";18130948;18143381;-1;"AATE002600";"3R";150544805;150550106;-1;"AGAP003600";"2R";64661753;64679439;-1;"ASIC021727";"3R";60672323;60672463;1
"AALB007695";"X";9355123;9357914;-1;"AATE009131";"X";3190955;3194906;1;"AGAP000128";"X";2057361;2061212;-1;"ASIC009723";"X";3878035;3878050;-1
"AALB008822";"2R";21561358;21569714;-1;"AATE013825";"3R";107617610;107625740;-1;"AGAP001899";"2R";36210251;36217751;-1;"ASIC008146";"3R";55874334;55874600;-1
"AALB010220";"3R";112380105;112380857;-1;"AATE004507";"3L";186668168;186679498;-1;"AGAP012037";"3L";224913727;224915265;-1;"ASIC004963";"3L";65464246;65464537;-1
"AALB009899";"3R";106252776;106254346;1;"AATE021113";"3L";183485320;183488080;1;"AGAP011078";"3L";204420904;204422451;-1;"ASIC019461";"3L";74044648;74044742;1
"AALB003262";"3L";139498957;139500138;-1;"AATE015185";"2L";63666704;63668586;1;"AGAP006275";"2L";114754823;114756163;1;"ASIC018738";"2L";47006430;47006481;1
"AALB001479";"2L";99221673;99226386;1;"AATE010453";"2R";26210024;26219350;-1;"AGAP008362";"3R";145068982;145074109;-1;"ASIC013598";"2R";30811620;30811717;-1
"AALB000724";"2L";76609648;76611718;1;"AATE010982";"2R";49046306;49050356;-1;"AGAP009609";"3R";172014726;172018526;-1;"ASIC006891";"2R";32929409;32929898;1
"AALB009690";"2R";37560404;37560964;1;"AATE017915";"3R";118160523;118170736;-1;"AGAP002594";"2R";47935343;47937068;1;"ASIC021946";"3R";60065274;60065402;-1
"AALB002181";"2R";33157535;33163450;-1;"AATE008500";"3R";108909694;108915843;1;"AGAP001978";"2R";37275073;37297153;1;"ASIC004584";"3R";56917643;56917753;1
"AALB001365";"2L";100766061;100768260;-1;"AATE014588";"2R";16728455;16735338;-1;"AGAP007878";"3R";137476148;137478496;1;"ASIC007450";"2R";13270328;13270340;-1
"AALB007868";"2L";64501175;64505212;-1;"AATE018497";"2R";59439675;59442733;1;"AGAP010223";"3R";186203966;186205792;-1;"ASIC013409";"2R";34141564;34141626;1
"AALB002665";"2R";22733651;22746719;-1;"AATE017892";"3R";108859916;108866442;-1;"AGAP001968";"2R";37243110;37244720;-1;"ASIC004596";"3R";56881535;56882754;-1
"AALB004100";"3L";140348785;140349672;-1;"AATE010422";"2L";64339760;64341670;-1;"AGAP006344";"2L";115648585;115649926;-1;"ASIC018681";"2L";47711832;47712287;-1
"AALB008535";"2R";60959373;60961097;1;"AATE020396";"3R";138497486;138499219;-1;"AGAP004309";"2R";78609721;78611839;1;"ASIC014058";"3R";58322775;58324508;1
"AALB002324";"2R";28023120;28024145;-1;"AATE008618";"3R";138326151;138327158;1;"AGAP002831";"2R";52340637;52342410;1;"ASIC014086";"3R";58492351;58492628;-1
"AALB007146";"2R";29948667;29951569;1;"AATE012974";"3R";154468465;154472169;-1;"AGAP002004";"2R";37660401;37663478;1;"ASIC004540";"3R";57254137;57255153;1
"AALB001469";"2L";99427916;99431053;1;"AATE004715";"2R";25947487;25952824;-1;"AGAP008353";"3R";144757843;144761169;-1;"ASIC013576";"2R";30502524;30502723;-1
"AALB003804";"3R";102847939;102852968;1;"AATE016332";"3L";171403213;171408077;-1;"AGAP012404";"3L";229862678;229867551;1;"ASIC018229";"3L";76821053;76821264;1
"AALB010315";"3R";113831879;113834281;1;"AATE006331";"3L";168039638;168047091;1;"AGAP011678";"3L";219393045;219395217;1;"ASIC005052";"3L";64920795;64920857;1
"AALB010384";"3R";114672250;114673055;1;"AATE016169";"3L";170359492;170360344;1;"AGAP011829";"3L";221993629;221994291;-1;"ASIC018194";"3L";77112575;77112691;-1
"AALB005387";"3L";159670551;159677253;1;"AATE001874";"2L";96274384;96283983;-1;"AGAP006728";"2L";122968448;122970489;1;"ASIC019145";"2L";43594804;43594856;1
"AALB002666";"2R";22730372;22732764;1;"AATE014896";"3R";108841649;108844245;1;"AGAP001964";"2R";37225599;37227743;1;"ASIC004602";"3R";56856419;56856511;1
"AALB010075";"3R";109378709;109379956;-1;"AATE018836";"3L";180840780;180843459;-1;"AGAP012308";"3L";228176892;228178136;1;"ASIC017786";"3L";80427945;80428885;1
"AALB004052";"3R";123189435;123190963;1;"AATE005515";"3L";175305840;175306889;-1;"AGAP012129";"3L";226048771;226050226;1;"ASIC019361";"3L";75191455;75191732;1
"AALB010262";"3R";112697347;112700925;1;"AATE016864";"3L";170464512;170490912;1;"AGAP011815";"3L";221819615;221826165;-1;"ASIC018355";"3L";75782088;75782676;1
"AALB009431";"2R";13563972;13565029;1;"AATE003780";"3R";105106275;105107526;-1;"AGAP001139";"2R";24824925;24826691;1;"ASIC011485";"3R";54721871;54722791;-1
"AALB003215";"3L";139009597;139015318;1;"AATE007415";"2L";83675333;83676562;1;"AGAP005206";"2L";97894778;97895635;1;"ASIC019133";"2L";45579656;45580159;-1
"AALB004455";"3L";145951924;145956657;1;"AATE014805";"2L";68555157;68560278;1;"AGAP005809";"2L";107292690;107295621;-1;"ASIC016380";"2L";34833246;34833346;1
"AALB009366";"2R";14507090;14509949;1;"AATE021099";"3R";104136253;104143460;-1;"AGAP001211";"2R";25839809;25844338;1;"ASIC011491";"3R";52950236;52950359;1
"AALB001033";"2L";71310327;71315130;-1;"AATE019668";"2R";27097839;27103023;1;"AGAP009255";"3R";164987125;164990018;1;"ASIC017719";"2R";26491946;26492074;1
"AALB010320";"3R";113860151;113863228;1;"AATE013866";"3L";168069057;168070403;1;"AGAP028600";"3L";219429408;219430902;1;"ASIC005063";"3L";64953735;64953783;1
"AALB000712";"2L";76746577;76762841;-1;"AATE009234";"2R";52190802;52196290;1;"AGAP008512";"3R";146495418;146523812;-1;"ASIC006910";"2R";33082066;33082213;-1
"AALB008481";"3R";125673317;125679611;-1;"AATE013057";"3L";189945672;189948425;-1;"AGAP011358";"3L";209961718;209963972;-1;"ASIC004846";"3L";67421538;67421565;1
"AALB010772";"3R";121157993;121158991;1;"AATE018145";"3L";184128896;184129838;-1;"AGAP011131";"3L";205803074;205804107;1;"ASIC019290";"3L";74577992;74578113;-1
"AALB002970";"2R";46726573;46736271;-1;"AATE010067";"3R";159281410;159286442;1;"AGAP004562";"2R";81868567;81871219;1;"ASIC025355";"3R";59889769;59889839;-1
"AALB005748";"3L";163889947;163890750;-1;"AATE001617";"2L";72297885;72299485;1;"AGAP007391";"2L";131952773;131954415;1;"ASIC019701";"2L";49884888;49884967;-1
"AALB009893";"3R";106218803;106222222;1;"AATE007731";"3L";183441989;183445174;1;"AGAP011084";"3L";204464900;204467634;-1;"ASIC019455";"3L";73999311;74000369;1
"AALB006498";"X";5843921;5845045;1;"AATE006791";"X";4158427;4161464;-1;"AGAP000649";"X";11597718;11599288;-1;"ASIC006210";"X";8211671;8211689;1
"AALB010398";"3R";114817492;114818668;-1;"AATE000730";"3L";186169334;186170185;1;"AGAP010591";"3L";194676993;194678553;-1;"ASIC017919";"3L";79371168;79371179;-1
"AALB005110";"3L";156312225;156314267;1;"AATE015749";"2L";73908507;73916810;-1;"AGAP007439";"2L";132267473;132269641;1;"ASIC019749";"2L";49608195;49608290;-1
"AALB002973";"2R";46770727;46772333;-1;"AATE008216";"3R";159255918;159257600;1;"AGAP004556";"2R";81841918;81843565;1;"ASIC021871";"3R";61761122;61763971;1
"AALB002924";"2R";63190849;63192307;1;"AATE001225";"2R";58502842;58504482;1;"AGAP010298";"3R";187675409;187677019;1;"ASIC013492";"2R";33281307;33281347;1
"AALB004984";"3L";154374420;154375774;1;"AATE003412";"2L";69748853;69750190;-1;"AGAP004928";"2L";91782572;91786124;-1;"ASIC016034";"2L";36474249;36474523;1
"AALB010488";"3R";116262378;116275830;1;"AATE016236";"3L";163995941;164003204;-1;"AGAP012156";"3L";226221076;226226566;1;"ASIC019335";"3L";74946989;74947200;1
"AALB003194";"3L";138246642;138252156;1;"AATE008392";"2L";76387149;76390553;-1;"AGAP005166";"2L";96858715;96863143;1;"ASIC012312";"2L";42134630;42134678;-1
"AALB007046";"3R";127843766;127845388;1;"AATE008666";"3L";179397597;179399765;-1;"AGAP011168";"3L";206319936;206320906;-1;"ASIC004775";"3L";67979919;67980137;1
"AALB002035";"2L";90071727;90081375;1;"AATE020370";"2R";31565339;31568490;1;"AGAP008060";"3R";139954059;139957044;1;"ASIC006858";"2R";32678008;32678125;1
"AALB001876";"2L";92335253;92342841;1;"AATE016593";"2R";54321040;54331589;1;"AGAP009643";"3R";172509762;172521210;1;"ASIC017250";"2R";21393825;21394188;1
"AALB000001";"2L";89992850;89999509;1;"AATE018684";"2R";31479573;31486154;1;"AGAP008047";"3R";139869987;139876505;1;"ASIC006968";"2R";32076282;32082794;-1
"AALB001487";"2L";99159716;99161041;1;"AATE019610";"2R";39864039;39865660;-1;"AGAP008111";"3R";140848572;140850612;-1;"ASIC017555";"2R";27040660;27040725;-1
"AALB000632";"2L";78067736;78070142;1;"AATE016086";"2R";21594195;21599988;1;"AGAP009846";"3R";179127028;179129606;1;"ASIC014552";"2R";19780892;19780946;-1
"AALB006838";"X";1538909;1544698;-1;"AATE001861";"X";2206059;2218921;1;"AGAP000390";"X";7157708;7167818;-1;"ASIC009547";"X";2329132;2329187;-1
"AALB006142";"3L";168653940;168660860;-1;"AATE008677";"2L";95155056;95183670;-1;"AGAP006188";"2L";113607786;113809110;-1;"ASIC018987";"2L";44689359;44689392;1
"AALB001195";"2L";68051881;68053374;-1;"AATE019842";"2R";45765645;45767168;-1;"AGAP028123";"3R";154116063;154117646;1;"ASIC008583";"2R";28565553;28565736;-1
"AALB004023";"3R";123558481;123559373;1;"AATE018041";"3L";189523342;189524435;1;"AGAP011345";"3L";209632691;209633756;1;"ASIC004808";"3L";67740809;67741166;-1
"AALB000085";"2L";88540650;88541901;1;"AATE007326";"2L";73785634;73787462;1;"AGAP007473";"2L";132420596;132422188;-1;"ASIC019773";"2L";49476138;49476147;1
"AALB001113";"2L";69623966;69627656;1;"AATE012741";"2R";37198518;37202284;1;"AGAP008728";"3R";151179882;151183068;-1;"ASIC006529";"2R";17572320;17574820;-1
"AALB001596";"2L";97706647;97708526;1;"AATE006400";"2R";46801521;46806099;1;"AGAP009993";"3R";182356948;182358862;1;"ASIC008623";"2R";29589222;29590676;1
"AALB007708";"X";9509441;9512397;-1;"AATE015722";"X";935489;938212;-1;"AGAP000484";"X";8487286;8509533;-1;"ASIC007702";"X";12053727;12054481;1
"AALB000306";"2L";84039738;84040543;-1;"AATE016953";"2R";35480770;35481633;-1;"AGAP009165";"3R";163063973;163064859;1;"ASIC006658";"2R";19048710;19048794;1
"AALB000738";"2L";76502172;76504084;-1;"AATE019806";"2R";30895388;30897281;1;"AGAP009625";"3R";172184527;172186476;1;"ASIC006871";"2R";32798651;32798817;-1
"AALB004115";"3L";140806593;140809313;-1;"AATE007460";"2L";64758748;64761925;-1;"AGAP007128";"2L";128780835;128783877;1;"ASIC018947";"2L";48138922;48139062;-1
"AALB008576";"2R";60314316;60317078;-1;"AATE007762";"3R";149949528;149952250;-1;"AGAP004151";"2R";75011399;75013880;-1;"ASIC021801";"3R";61260084;61260222;1
"AALB010336";"3R";114097266;114101099;-1;"AATE004290";"3L";168320439;168325532;-1;"AGAP011425";"3L";212593676;212599883;1;"ASIC005089";"3L";65243638;65243805;-1
"AALB000641";"2L";77962718;77965531;-1;"AATE019495";"2R";40943829;40946567;-1;"AGAP009144";"3R";162513197;162516576;1;"ASIC015858";"2R";27442041;27442122;-1
"AALB006594";"X";4576459;4578061;-1;"AATE019899";"X";10622759;10624064;-1;"AGAP000911";"X";17155341;17156810;1;"ASIC009469";"X";2920480;2921265;1
"AALB000719";"2L";76631400;76632353;1;"AATE015699";"2R";52289272;52290499;-1;"AGAP008504";"3R";146371187;146372524;1;"ASIC006899";"2R";32954019;32954086;1
"AALB005154";"3L";156641679;156651234;1;"AATE010620";"2L";73574762;73578995;-1;"AGAP007503";"2L";132646225;132655465;1;"ASIC019811";"2L";49269578;49270014;-1
"AALB006779";"X";2069106;2074857;-1;"AATE018719";"X";2668976;2673700;-1;"AGAP000143";"X";2180446;2185660;-1;"ASIC017067";"X";9012856;9012991;-1
"AALB001283";"2R";63924717;63930514;1;"AATE016945";"2R";58822653;58829179;1;"AGAP010269";"3R";186908335;186911490;-1;"ASIC013447";"2R";33603316;33603449;1
"AALB005296";"3L";158635434;158636692;1;"AATE005133";"2L";82623733;82624460;1;"AGAP006813";"2L";124450903;124451342;1;"ASIC019604";"2L";50650270;50650348;1
"AALB002728";"2R";21953449;21960168;-1;"AATE012138";"3R";107998428;108003828;-1;"AGAP001929";"2R";36638045;36643237;-1;"ASIC008191";"3R";56242204;56242219;-1
"AALB001677";"2L";95169562;95171415;1;"AATE000619";"2R";41701734;41707037;-1;"AGAP009135";"3R";161497144;161505713;1;"ASIC015797";"2R";28242810;28242856;-1
"AALB001969";"2L";90889374;90892504;-1;"AATE002055";"2R";50580583;50599375;-1;"AGAP007742";"3R";135196059;135199144;1;"ASIC017656";"2R";25085182;25085258;-1
"AALB000351";"2L";83485264;83487323;1;"AATE017855";"2R";35407726;35410162;-1;"AGAP009171";"3R";163134945;163137177;1;"ASIC006668";"2R";19113950;19113981;1
"AALB000635";"2L";78055186;78056371;1;"AATE000732";"2R";21579371;21580765;1;"AGAP009841";"3R";179111497;179112769;1;"ASIC014546";"2R";19797375;19797424;-1
"AALB010413";"3R";115257704;115262029;-1;"AATE013627";"3L";185599117;185603809;1;"AGAP010608";"3L";195259913;195265552;-1;"ASIC017873";"3L";79800421;79800583;-1
"AALB000084";"2L";88543298;88544921;1;"AATE014251";"2R";35843847;35846363;1;"AGAP008785";"3R";152881659;152884833;-1;"ASIC006635";"2R";18749113;18749218;-1
"AALB006505";"X";5738303;5739667;1;"AATE010147";"X";4321101;4326487;-1;"AGAP000228";"X";4270081;4327087;-1;"ASIC006198";"X";8006641;8007856;1
"AALB004921";"3L";153915419;153917074;1;"AATE001317";"2L";62719124;62720718;1;"AGAP005582";"2L";103043943;103045579;-1;"ASIC018836";"2L";46138177;46138356;1
"AALB007643";"X";8797066;8798451;1;"AATE019449";"X";3266054;3267424;-1;"AGAP004736";"2L";88640771;88642263;1;"ASIC009556";"X";3788408;3788727;1
"AALB015500";"3R";128661949;128712325;1;"AATE017049";"3L";164086363;164096799;1;"AGAP011489";"3L";213456154;213460604;-1;"ASIC015452";"3L";70474671;70474680;1
"AALB007310";"3L";137038201;137040122;-1;"AATE016016";"2L";90357607;90362228;1;"AGAP004938";"2L";91897670;91900016;-1;"ASIC016054";"2L";36356921;36357083;1
"AALB009310";"2R";15024393;15026922;-1;"AATE002157";"3R";103596464;103599387;1;"AGAP001118";"2R";24681170;24683932;1;"ASIC011569";"3R";53466261;53466473;-1
"AALB005149";"3L";156601042;156604137;-1;"AATE019667";"2L";73622678;73626355;1;"AGAP007499";"2L";132597988;132601446;-1;"ASIC019802";"2L";49317981;49318720;-1
"AALB015550";"3R";102470009;102475621;-1;"AATE017172";"3L";169307314;169314079;1;"AGAP011938";"3L";223514037;223520493;-1;"ASIC018055";"3L";78148754;78149176;-1
"AALB008560";"2R";60530161;60533349;-1;"AATE015844";"3R";145680155;145686577;-1;"AGAP004235";"2R";77207408;77210336;-1;"ASIC001583";"3R";59465091;59465183;1
"AALB001636";"2L";96796046;96797396;-1;"AATE003269";"2R";18464456;18465879;1;"AGAP009460";"3R";168836207;168837538;-1;"ASIC007336";"2R";14962223;14962398;1
"AALB001015";"2L";71875706;71877592;-1;"AATE007342";"2R";26548770;26589090;1;"AGAP008404";"3R";145380406;145382244;1;"ASIC017749";"2R";25978392;25978484;-1
"AALB004186";"3L";141787278;141788439;1;"AATE017287";"2L";77250111;77251268;1;"AGAP005100";"2L";95788904;95790034;1;"ASIC012222";"2L";42976382;42976450;1
"AALB004913";"3L";153815776;153817749;1;"AATE000689";"2L";62551820;62553178;1;"AGAP006915";"2L";125664008;125665455;1;"ASIC018850";"2L";46016269;46016296;1
"AALB009805";"3R";105060561;105061742;1;"AATE007829";"3L";164686494;164687703;-1;"AGAP011444";"3L";212868447;212869699;1;"ASIC015517";"3L";71031949;71032106;-1
"AALB010003";"3R";108082716;108087371;-1;"AATE006787";"3L";168756062;168763407;-1;"AGAP012087";"3L";225616247;225619597;-1;"ASIC017977";"3L";78699393;78702473;1
