"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB001757","2L","30153111","30154948","1","AATE006169","KI421882","16105011","16111439","-1","AGAP028554","3R","10787452","10791541","-1","ASIS007267","KI916770","69807","70610","1"
"AALB004884","3L","16710754","16711512","1","AATE017934","KI422128","2018","2656","1","AGAP005890","2L","23184934","23185692","-1","ASIS012368","KI916187","1547264","1548123","-1"
"AALB001883","2L","28339685","28343808","1","AATE020640","KI421889","2234784","2240340","-1","AGAP009638","3R","37406421","37422931","1","ASIS015078","KI917862","37","438","1"
"AALB010289","3R","11387017","11394849","1","AATE018105","KI421887","8536249","8543239","1","AGAP011859","3L","34276239","34289207","-1","ASIS018883","KI916326","556876","563457","-1"
"AALB009195","2R","4336637","4339685","-1","AATE003480","KI421888","2432942","2436443","-1","AGAP001293","2R","2619883","2623094","-1","ASIS007049","KI916782","51119","54159","1"
"AALB005183","3L","20381586","20383503","-1","AATE006022","KI421884","9215612","9220370","1","AGAP006459","2L","32370953","32375631","1","ASIS012387","KI916747","64838","69180","1"
"AALB006683","X","3433118","3434838","1","AATE021100","KI421894","4292640","4294628","-1","AGAP000881","X","16705324","16707385","-1","ASIS001064","KI916232","1121594","1123424","-1"
"AALB000899","2L","10168472","10189169","1","AATE013419","KI421889","9159776","9177116","-1","AGAP008644","3R","13869562","13878774","-1","ASIS021192","KI916460","216220","222924","-1"
"AALB002983","2R","34663732","34665760","1","AATE006252","KI421904","1442158","1456724","-1","AGAP004544","2R","57482376","57494210","-1","ASIS007300","AXCK02024370","51","1589","-1"
"AALB005781","3L","27617959","27628140","1","AATE001122","KI421884","6173256","6184916","1","AGAP005971","2L","24320898","24330936","-1","ASIS010874","KI916380","431842","434065","1"
"AALB001335","2L","37082308","37090421","1","AATE013313","KI421882","19303201","19322235","-1","AGAP009542","3R","35891129","35892535","-1","ASIS001359","AXCK02025260","1","2408","1"
"AALB006883","X","980404","985510","1","AATE015765","KI421895","1031287","1035328","-1","AGAP001008","X","19111845","19113372","-1","ASIS020504","KI916296","520380","523398","1"
"AALB009351","2R","2368675","2371974","1","AATE020731","KI421888","884475","888215","-1","AGAP001227","2R","1648880","1652299","1","ASIS014566","KI916327","69603","72720","1"
"AALB009122","2R","5130103","5132740","-1","AATE004969","KI421883","6928982","6932502","1","AGAP003012","2R","31149927","31152536","1","ASIS021561","KI916309","11697","14446","1"
"AALB001879","2L","28365735","28367478","-1","AATE018380","KI422329","9200","10997","-1","AGAP009640","3R","37461872","37463578","-1","ASIS014006","KI916402","227820","229713","-1"
"AALB009937","3R","5221716","5225289","-1","AATE017784","KI421893","2515933","2519234","-1","AGAP011968","3L","35687053","35690662","-1","ASIS009047","KI916233","395670","410165","-1"
"AALB004372","3L","7898159","7899400","1","AATE018517","KI421894","3710090","3711316","-1","AGAP005306","2L","13918675","13919901","-1","ASIS019027","KI916520","267288","268505","1"
"AALB006607","X","4499242","4500081","1","AATE016682","KI421895","648564","649655","1","AGAP000433","X","7694969","7699060","-1","ASIS017155","KI916377","391408","394978","1"
"AALB009515","2R","463048","466495","1","AATE012180","KI421883","9356313","9358840","1","AGAP003252","2R","34478862","34481056","1","ASIS020825","KI916252","660730","664536","1"
"AALB001544","2L","34643148","34650134","1","AATE012810","KI421882","11335617","11374696","-1","AGAP008304","3R","8755798","8803005","1","ASIS023526","KI916200","867556","877102","1"
"AALB010576","3R","15814343","15828739","-1","AATE013818","KI421887","467019","486182","-1","AGAP011214","3L","19429113","19433244","-1","ASIS017897","KI916272","505764","524678","1"
"AALB015693","3L","26888296","26889765","-1","AATE015192","KI421884","500523","501569","1","AGAP006875","2L","39310745","39312218","1","ASIS011249","KI916841","51941","54408","-1"
"AALB002396","2R","14551320","14553175","1","AATE013130","KI421897","4131697","4134154","-1","AGAP002759","2R","26779138","26781519","-1","ASIS006762","KI916183","4815545","4817910","-1"
"AALB000837","2L","10905044","10906017","1","AATE012884","KI421889","5631812","5633479","-1","AGAP007966","3R","3386476","3388154","1","ASIS007885","KI916258","79820","81478","1"
"AALB003495","2R","41258763","41271905","-1","AATE003265","KI421892","3536192","3548037","1","AGAP004428","2R","55928143","55932349","1","ASIS010347","KI916193","1959847","1973163","1"
"AALB001330","2L","37259911","37263237","1","AATE015869","KI421882","19112348","19114534","-1","AGAP009536","3R","35603244","35605141","-1","ASIS010992","KI916493","91896","94035","1"
"AALB000357","2L","19445640","19452620","1","AATE013688","KI421882","11395959","11403067","-1","AGAP013772","3R","8724194","8730650","1","ASIS010643","KI916200","787157","796600","1"
"AALB015828","3L","33178221","33179427","1","AATE002834","KI421929","162565","163663","-1","AGAP007580","2L","47803285","47804548","-1","ASIS012837","KI916196","1706040","1707201","1"
"AALB007499","3R","32518780","32520525","1","AATE017399","KI421931","141855","145580","-1","AGAP004734","2L","2920492","2930688","-1","ASIS005107","KI916336","395156","399340","1"
"AALB005167","3L","20191881","20197060","-1","AATE016545","KI421884","11956168","11963016","1","AGAP007521","2L","47135284","47141337","-1","ASIS012250","KI916184","1943225","1951369","1"
"AALB001568","2L","34004731","34006560","-1","AATE009487","KI421882","8643612","8645792","-1","AGAP009824","3R","43818331","43819234","-1","ASIS020122","KI916458","233556","235485","1"
"AALB000007","2L","25949002","25951111","-1","AATE015136","KI421882","1725357","1728154","1","AGAP008961","3R","22226381","22228287","-1","ASIS012163","KI916498","229679","231700","1"
"AALB008823","2R","9366920","9367906","-1","AATE006640","KI421888","4418993","4419850","-1","AGAP001898","2R","11953826","11955037","-1","ASIS004688","KI916183","1833717","1834703","-1"
"AALB002280","2R","19306713","19307235","1","AATE008791","KI421906","537008","537690","1","AGAP002780","2R","27053652","27054296","-1","ASIS001591","KI916426","368762","369414","1"
"AALB005184","3L","20385853","20386787","-1","AATE005772","KI421884","9212391","9213650","1","AGAP006456","2L","32354852","32356103","1","ASIS004302","KI916747","61405","62597","1"
"AALB009378","2R","2016956","2021930","1","AATE012631","KI421888","1211164","1217860","-1","AGAP001200","2R","1284944","1291277","1","ASIS005073","KI916284","560418","566866","-1"
"AALB008997","2R","7001818","7004733","-1","AATE017749","KI421888","9672488","9674360","-1","AGAP002875","2R","28565904","28569281","1","ASIS004154","KI916329","506357","509913","-1"
"AALB001824","2L","29216636","29217294","1","AATE019268","KI421889","6137042","6143576","1","AGAP028228","3R","20377486","20378127","-1","ASIS019223","AXCK02027804","1099","1529","1"
"AALB006248","3L","33514485","33520830","-1","AATE012255","KI421884","13051540","13063797","1","AGAP007642","2L","48593303","48602106","-1","ASIS003948","KI916184","571342","579051","-1"
"AALB007842","2L","76412","82789","-1","AATE003485","KI421900","2299332","2303677","1","AGAP010197","3R","50453367","50474730","-1","ASIS013001","KI916190","988950","992691","-1"
"AALB003905","2R","26049902","26065926","1","AATE009382","KI421915","38015","53969","1","AGAP002274","2R","18460387","18507336","1","ASIS010628","KI916299","719490","734615","-1"
"AALB003999","3R","22090609","22092330","-1","AATE010096","KI421909","319136","320840","-1","AGAP010482","3L","4264714","4266507","1","ASIS021371","KI916229","959518","960729","-1"
"AALB002066","2R","23042673","23056625","-1","AATE002596","KI421897","1954198","1960735","1","AGAP002364","2R","20646222","20650102","-1","ASIS011240","KI916234","228547","232437","-1"
"AALB004412","3L","8846337","8849288","-1","AATE000977","KI421884","4698704","4700196","-1","AGAP006657","2L","36418990","36420535","-1","ASIS000689","KI916293","203435","206805","1"
"AALB010499","3R","14920277","14922268","1","AATE000930","KI421901","47422","48099","-1","AGAP012321","3L","40213816","40214477","-1","ASIS008025","KI916253","764989","765639","-1"
"AALB002521","2R","13258437","13265289","1","AATE009227","KI421888","6444554","6450964","-1","AGAP003542","2R","39354933","39356703","1","ASIS013607","KI916211","545325","549042","1"
"AALB006945","X","33306","38912","-1","AATE020937","KI421898","2311670","2333560","-1","AGAP000688","X","12317276","12409855","1","ASIS017594","KI916243","947932","949836","-1"
"AALB009454","2R","1165557","1175338","-1","AATE020786","KI421883","10326063","10341556","-1","AGAP004186","2R","51410702","51433435","-1","ASIS016661","KI916205","1240901","1246176","-1"
"AALB008443","2R","26738996","26744332","-1","AATE004594","KI421883","83875","90020","1","AGAP013309","2R","25793519","25795168","-1","ASIS004249","KI916191","2144073","2150707","-1"
"AALB008873","2R","8576084","8577986","1","AATE004538","KI421883","7924030","7927354","-1","AGAP003289","2R","35082247","35085308","1","ASIS009289","KI916381","167532","170786","-1"
"AALB009821","3R","3270709","3277005","1","AATE015961","KI421887","2923099","2930378","-1","AGAP011462","3L","24957611","24958920","1","ASIS002991","KI916203","1604768","1611541","-1"
"AALB005794","3L","27843929","27845074","-1","AATE010373","KI421884","6426916","6429977","-1","AGAP005955","2L","24044466","24045871","1","ASIS018275","KI916333","584343","585519","1"
"AALB005568","3L","24951419","24955480","-1","AATE016521","KI421905","1078056","1082592","-1","AGAP007212","2L","44362765","44366980","-1","ASIS018506","KI916273","403986","408504","-1"
"AALB008094","2R","32544420","32550768","1","AATE015739","KI421885","3656415","3676324","-1","AGAP002041","2R","14312602","14358238","-1","ASIS019485","KI916213","207599","224516","-1"
"AALB007155","2R","17647850","17650847","1","AATE019338","KI421888","3220757","3221837","1","AGAP003197","2R","33757141","33758185","1","ASIS010250","KI916183","615985","617287","1"
"AALB001668","2L","31901090","31901773","1","AATE007844","KI421890","4513201","4513911","1","AGAP009142","3R","27397772","27398990","1","ASIS017785","KI916265","556357","557061","1"
"AALB001744","2L","30335097","30336654","-1","AATE000544","KI421882","15909668","15911862","1","AGAP008417","3R","10551394","10553170","-1","ASIS000774","KI916374","339009","340620","-1"
"AALB008974","2R","7366379","7373167","-1","AATE010185","KI421883","3953090","3958668","1","AGAP003899","2R","45711438","45717130","-1","ASIS014077","KI916335","592429","599891","1"
"AALB003816","3R","990351","991167","1","AATE010996","KI421887","9744133","9744901","1","AGAP012393","3L","41707173","41708129","1","ASIS016702","KI916541","230183","230895","-1"
"AALB006284","X","8449634","8451906","-1","AATE017716","KI421895","3236199","3238772","1","AGAP000180","X","3000116","3001857","1","ASIS009488","KI916368","264046","266162","1"
"AALB003898","3R","28502225","28506181","1","AATE001877","KI421909","814886","819084","-1","AGAP010398","3L","2705825","2709589","1","ASIS009068","KI916287","450190","454339","-1"
"AALB007268","2R","16148769","16152411","-1","AATE001299","KI421883","12282131","12284891","-1","AGAP003131","2R","33105501","33107539","1","ASIS022310","KI916359","326422","329066","-1"
"AALB008098","2R","32450848","32453181","-1","AATE009844","KI421885","3769025","3770868","1","AGAP002043","2R","14412816","14414564","1","ASIS005634","KI916213","317427","319160","1"
"AALB001762","2L","30079179","30079584","-1","AATE018649","KI421882","16192408","16193548","1","AGAP009316","3R","31241289","31242351","1","ASIS021113","KI916534","138088","139185","-1"
"AALB010564","3R","15690920","15693517","-1","AATE019740","KI421887","333367","338490","1","AGAP011204","3L","19311459","19315980","1","ASIS011042","KI916272","640242","645455","-1"
"AALB015561","2R","18650741","18652348","1","AATE002297","KI421883","8505076","8506213","-1","AGAP001443","2R","5058685","5060107","-1","ASIS014891","KI916664","89488","90607","1"
"AALB000099","2L","24320477","24322097","-1","AATE015934","KI421882","7380898","7385318","-1","AGAP009742","3R","42063124","42067701","-1","ASIS003291","KI916188","2560316","2561157","-1"
"AALB003507","2R","41169058","41173986","1","AATE008176","KI421883","717715","722982","-1","AGAP002654","2R","25181331","25187768","-1","ASIS010512","KI916191","1460050","1465357","1"
"AALB006940","X","183413","184449","-1","AATE008628","KI421896","1138612","1139503","1","AGAP000639","X","11415445","11488785","-1","ASIS011796","KI916230","1127421","1128812","-1"
"AALB004645","3L","12463823","12464597","1","AATE017756","KI421891","3985208","3986071","-1","AGAP028395","2L","19879021","19879902","1","ASIS006228","KI916561","176668","177543","1"
"AALB010531","3R","15185455","15188396","1","AATE011558","KI421885","7592830","7600084","1","AGAP012995","2R","17408443","17412648","1","ASIS013071","KI916194","2118428","2126639","-1"
"AALB014273","2R","49653877","49654397","-1","AATE017974","KI421897","630679","631298","1","AGAP012967","2R","37936889","37937414","1","ASIS006866","KI916213","1064418","1064918","1"
"AALB015826","3L","29709560","29710604","-1","AATE016217","KI421891","2875772","2876863","1","AGAP005523","2L","16609746","16610893","1","ASIS021017","KI916246","842137","844186","-1"
"AALB004085","3L","3460513","3461547","1","AATE019956","KI421926","147692","149493","1","AGAP000951","X","18328709","18330466","1","ASIS019395","KI916278","260932","262488","-1"
"AALB009407","2R","1492271","1502102","1","AATE007990","KI421888","1743516","1751174","-1","AGAP001175","2R","713763","722284","1","ASIS003813","KI916312","294264","299414","-1"
"AALB001393","2L","36592992","36602184","-1","AATE011316","KI421882","20038545","20043053","-1","AGAP007939","3R","3217893","3222170","-1","ASIS020361","KI916412","400064","404097","1"
"AALB001246","3R","31716324","31727131","1","AATE010356","KI421917","170160","188238","-1","AGAP010359","3L","2203034","2221792","1","ASIS007645","KI916451","323053","336281","1"
"AALB005125","3L","19825860","19827139","-1","AATE013968","KI421884","12357013","12358101","1","AGAP007461","2L","46716478","46717632","-1","ASIS022904","KI916184","2329599","2332785","1"
"AALB002388","2R","14720345","14722000","-1","AATE019060","KI421897","3926110","3927723","1","AGAP002913","2R","29228227","29230310","-1","ASIS014570","KI916183","4642890","4644500","1"
"AALB007610","3R","29764351","29773375","-1","AATE004586","KI421913","610101","616821","-1","AGAP010445","3L","3751130","3797383","-1","ASIS020610","KI916229","549059","554986","-1"
"AALB002472","2R","13708286","13712216","-1","AATE001263","KI421897","276383","280398","-1","AGAP001573","2R","6360323","6361802","-1","ASIS014739","KI916213","761567","765461","-1"
"AALB015496","2R","7546387","7548012","1","AATE018753","KI421906","1592322","1593941","-1","AGAP002722","2R","26239866","26241686","1","ASIS010407","KI916193","334545","336926","1"
