alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB000738 2L 76502172 1912 -1 2R 30895388 1893 1 3R 172184527 1949 1 2R 32798651 166 -1
AALB004115 3L 140806593 2720 -1 2L 64758748 3177 -1 2L 128780835 3042 1 2L 48138922 140 -1
AALB008576 2R 60314316 2762 -1 3R 149949528 2722 -1 2R 75011399 2481 -1 3R 61260084 138 1
AALB010336 3R 114097266 3833 -1 3L 168320439 5093 -1 3L 212593676 6207 1 3L 65243638 167 -1
AALB000641 2L 77962718 2813 -1 2R 40943829 2738 -1 3R 162513197 3379 1 2R 27442041 81 -1
AALB006594 X 4576459 1602 -1 X 10622759 1305 -1 X 17155341 1469 1 X 2920480 785 1
AALB000719 2L 76631400 953 1 2R 52289272 1227 -1 3R 146371187 1337 1 2R 32954019 67 1
AALB005154 3L 156641679 9555 1 2L 73574762 4233 -1 2L 132646225 9240 1 2L 49269578 436 -1
AALB006779 X 2069106 5751 -1 X 2668976 4724 -1 X 2180446 5214 -1 X 9012856 135 -1
AALB001283 2R 63924717 5797 1 2R 58822653 6526 1 3R 186908335 3155 -1 2R 33603316 133 1
AALB005296 3L 158635434 1258 1 2L 82623733 727 1 2L 124450903 439 1 2L 50650270 78 1
AALB002728 2R 21953449 6719 -1 3R 107998428 5400 -1 2R 36638045 5192 -1 3R 56242204 15 -1
AALB001677 2L 95169562 1853 1 2R 41701734 5303 -1 3R 161497144 8569 1 2R 28242810 46 -1
AALB001969 2L 90889374 3130 -1 2R 50580583 18792 -1 3R 135196059 3085 1 2R 25085182 76 -1
AALB000351 2L 83485264 2059 1 2R 35407726 2436 -1 3R 163134945 2232 1 2R 19113950 31 1
AALB000635 2L 78055186 1185 1 2R 21579371 1394 1 3R 179111497 1272 1 2R 19797375 49 -1
AALB010413 3R 115257704 4325 -1 3L 185599117 4692 1 3L 195259913 5639 -1 3L 79800421 162 -1
AALB000084 2L 88543298 1623 1 2R 35843847 2516 1 3R 152881659 3174 -1 2R 18749113 105 -1
AALB006505 X 5738303 1364 1 X 4321101 5386 -1 X 4270081 57006 -1 X 8006641 1215 1
AALB004921 3L 153915419 1655 1 2L 62719124 1594 1 2L 103043943 1636 -1 2L 46138177 179 1
AALB007643 X 8797066 1385 1 X 3266054 1370 -1 2L 88640771 1492 1 X 3788408 319 1
AALB015500 3R 128661949 50376 1 3L 164086363 10436 1 3L 213456154 4450 -1 3L 70474671 9 1
AALB007310 3L 137038201 1921 -1 2L 90357607 4621 1 2L 91897670 2346 -1 2L 36356921 162 1
AALB009310 2R 15024393 2529 -1 3R 103596464 2923 1 2R 24681170 2762 1 3R 53466261 212 -1
AALB005149 3L 156601042 3095 -1 2L 73622678 3677 1 2L 132597988 3458 -1 2L 49317981 739 -1
AALB015550 3R 102470009 5612 -1 3L 169307314 6765 1 3L 223514037 6456 -1 3L 78148754 422 -1
AALB008560 2R 60530161 3188 -1 3R 145680155 6422 -1 2R 77207408 2928 -1 3R 59465091 92 1
AALB001636 2L 96796046 1350 -1 2R 18464456 1423 1 3R 168836207 1331 -1 2R 14962223 175 1
AALB001015 2L 71875706 1886 -1 2R 26548770 40320 1 3R 145380406 1838 1 2R 25978392 92 -1
AALB004186 3L 141787278 1161 1 2L 77250111 1157 1 2L 95788904 1130 1 2L 42976382 68 1
AALB004913 3L 153815776 1973 1 2L 62551820 1358 1 2L 125664008 1447 1 2L 46016269 27 1
AALB009805 3R 105060561 1181 1 3L 164686494 1209 -1 3L 212868447 1252 1 3L 71031949 157 -1
AALB010003 3R 108082716 4655 -1 3L 168756062 7345 -1 3L 225616247 3350 -1 3L 78699393 3080 1
AALB004585 3L 148412632 410 1 2L 83936017 395 1 2L 91473619 428 1 2L 45343925 434 -1
AALB002371 2R 27350677 1418 1 3R 153580360 1922 1 2R 53939038 1702 1 3R 57983550 356 -1
AALB005166 3L 156775847 4668 1 2L 73408437 2022 -1 2L 132802576 1841 1 2L 49126454 68 -1
AALB005128 3L 156421287 1401 1 2L 73793806 5670 -1 2L 132399916 1199 1 2L 49488696 1274 -1
AALB002279 2R 31500129 2108 -1 3R 114640063 2082 -1 2R 51305890 2103 1 3R 59306865 14 1
AALB010764 3R 120910342 5005 -1 3L 184413973 5050 1 3L 205546615 5746 -1 3L 74827177 833 1
AALB007050 3R 127863655 891 1 3L 179382808 1265 -1 3L 206302873 886 -1 3L 67995583 74 1
AALB008680 2R 58568648 2410 -1 2R 37436363 2390 1 3R 150837754 2193 -1 2R 17346205 134 -1
AALB010399 3R 114819216 1595 1 3L 186167310 1633 -1 3L 194679040 1440 1 3L 79372243 167 1
AALB002277 2R 31508818 335 -1 3R 114649749 335 -1 2R 51297761 335 1 3R 59298760 335 1
AALB006192 3L 169457978 13682 1 2L 96029758 3048 -1 2L 123348132 19640 -1 2L 43851240 443 1
AALB015543 3R 102327630 1152 -1 3L 169485061 1437 1 3L 223248963 951 -1 3L 77971832 57 -1
AALB002713 2R 22239844 2292 1 3R 108269672 3452 -1 2R 36932035 2357 -1 3R 56497047 837 1
AALB009358 2R 14542333 7299 -1 3R 104098581 8561 1 2R 25880155 9195 -1 3R 52991342 116 -1
AALB010376 3R 114651359 1268 1 3L 170329927 2067 1 3L 222038920 2637 -1 3L 77140759 66 -1
AALB006495 X 5875606 1691 -1 X 860433 2565 1 X 6873929 2147 -1 X 12155963 162 -1
AALB008808 2R 21689225 1298 1 3R 107749873 2351 1 2R 36352284 1982 1 3R 55997116 452 1
AALB008813 2R 21618395 1579 1 3R 107674450 4088 1 2R 36275670 2550 1 3R 55926589 76 1
AALB002989 2R 46904961 2296 1 3R 159094870 4963 -1 2R 81684081 1279 -1 3R 61931479 98 1
AALB002690 2R 22446457 2104 -1 3R 108519974 2389 -1 2R 27586339 13234 -1 3R 56753130 251 -1
AALB001680 2L 95159717 1482 -1 2R 41731025 1625 -1 3R 161459967 1476 1 2R 28273162 125 -1
AALB010588 3R 117958863 8722 -1 3L 162276572 5310 -1 3L 207751756 5791 -1 3L 63880479 788 -1
AALB010585 3R 117819507 1090 1 3L 162091191 1085 1 3L 207597571 1386 1 3L 63688945 102 1
AALB006528 X 5494720 374 1 X 4597650 353 -1 X 10699414 1035 -1 X 7776981 341 1
AALB015563 3R 125311623 3820 1 3L 164463367 4213 1 3L 213086031 3942 -1 3L 70823407 100 1
AALB005415 3L 159965524 4613 1 3L 168132691 10469 -1 2L 93480126 4227 1 3L 65030106 74 -1
AALB006635 X 4228436 3590 -1 X 11437422 5113 -1 X 1207398 2955 -1 X 235800 1480 1
AALB009769 3R 104706109 1199 -1 3L 186554666 1536 -1 3L 224802432 1200 -1 3L 65339817 866 -1
AALB000810 2L 75194016 1191 1 2R 28076230 1588 1 3R 178307702 1457 -1 2R 22676799 32 1
AALB003779 3R 102586014 3936 -1 3L 169165079 1637 1 3L 223699742 1237 -1 3L 78288036 86 -1
AALB006592 X 4579067 2222 -1 X 7378087 2546 1 X 11233957 2573 1 X 1230414 458 -1
AALB001411 2L 100193795 3915 1 2R 16614626 6515 -1 3R 137834978 7196 1 2R 13167798 254 -1
AALB007650 X 8882418 1385 -1 X 15188770 2533 1 X 12622062 1670 -1 X 3590296 51 1
AALB000646 2L 77814529 1460 1 2R 40759085 1309 1 3R 162708844 1374 -1 2R 27246145 76 1
AALB015761 2L 76065979 1796 1 2R 36229563 2127 1 3R 152408601 1694 -1 2R 18430913 1499 -1
AALB004845 3L 152686926 863 -1 2L 71017344 1235 1 2L 112743856 802 -1 2L 51919143 275 1
AALB000625 2L 78264088 1640 -1 2R 21829615 1837 -1 3R 179367284 1139 -1 2R 19534645 44 1
AALB009686 2R 37540474 464 1 3R 118012544 443 1 2R 48085224 796 -1 3R 61741947 443 1
AALB006855 X 1288346 1366 1 X 12077395 2797 -1 X 14803452 22528 -1 X 5311444 136 1
AALB010580 3R 117785690 5081 1 3L 162052703 2448 1 3L 207559966 1804 1 3L 63649126 1276 1
AALB010761 3R 120903404 2652 1 3L 184423007 2879 -1 3L 226118844 1793 -1 3L 74840219 125 -1
AALB009820 3R 105197865 626 -1 3L 164502235 623 1 3L 213060444 620 -1 3L 70852400 608 1
AALB004874 3L 153131789 2939 -1 2L 76718975 7898 -1 2L 96484128 5136 1 2L 42436116 2719 -1
AALB010346 3R 114379942 799 -1 3L 168616017 710 -1 3L 212171948 716 1 3L 78839284 59 1
AALB008638 2R 59328019 12984 -1 3R 149910489 14310 -1 2R 74972753 12398 -1 3R 61292254 119 1
AALB006039 3L 167417921 1379 1 2L 81581014 1355 -1 2L 101010951 1971 -1 2L 34325331 1370 -1
AALB004679 3L 149660765 995 1 2L 65107281 971 1 2L 114131625 938 -1 2L 48486310 962 1
AALB001369 2L 100719819 2015 -1 2R 16146370 2957 1 3R 137690783 1340 -1 2R 12710330 1775 1
AALB006099 3L 168094193 948 -1 2L 90798941 1853 1 2L 106100268 1917 1 2L 39971170 720 -1
AALB009778 3R 104812480 512 -1 3L 186713133 563 -1 3L 224947952 1014 -1 3L 65503979 563 -1
AALB001884 2L 92285550 5097 1 2R 54264892 6489 1 3R 172411094 7240 1 2R 21341678 125 1
AALB006816 X 1709789 3512 -1 X 13882900 3756 -1 X 15861007 7261 -1 X 10115194 116 1
AALB006950 X 10139 1196 1 X 12972260 2721 -1 X 12443351 1317 -1 X 2671606 101 1
AALB003092 2R 48860523 9733 1 3R 118063359 8661 1 2R 48023400 7446 -1 3R 59949625 319 1
AALB001332 2L 101207261 6584 -1 2R 17206419 5719 -1 3R 170629542 4708 1 2R 13742654 322 -1
AALB000755 2L 76239876 1152 -1 2R 36465948 953 -1 3R 152234587 917 1 2R 18288993 953 1
AALB006917 X 466059 831 -1 X 1545382 3032 1 X 8293985 65898 1 X 11036062 81 1
AALB004230 3L 142230290 8294 -1 2L 62749992 4407 1 2L 103012053 4095 -1 2L 46158164 52 1
AALB006794 X 1989878 2599 1 X 5139273 4061 1 X 7701644 4891 -1 X 7103913 87 -1
AALB007342 3L 137887571 1836 1 2L 89094445 1960 1 2L 93488564 1838 -1 2L 38338915 113 -1
AALB003208 3L 138966934 2094 -1 2L 83618290 2931 -1 2L 97821632 2905 -1 2L 45629076 569 1
AALB006663 X 3753318 4985 -1 X 10385947 3210 1 X 16431518 3683 1 X 1545771 856 -1
AALB004467 3L 146359670 674 -1 2L 68895993 4046 -1 2L 106867715 1604 1 2L 35228413 671 -1
AALB001196 2L 68051014 829 1 2R 45764647 1058 1 3R 154117612 1071 -1 2R 28565553 183 -1
AALB008824 2R 21556392 3632 1 3R 107612641 3364 1 2R 36204786 3299 1 3R 55861920 2782 1
AALB010394 3R 114805115 3706 1 3L 186189619 3961 -1 3L 194662864 3486 1 3L 79357392 123 1
AALB010173 3R 111578243 1579 1 3L 183072625 1459 -1 3L 195470412 1312 -1 3L 73658413 248 -1
AALB009316 2R 14947464 1370 -1 3R 103678535 2450 1 2R 24769113 2643 1 3R 53385607 1379 -1
AALB002011 2L 90410239 1461 1 2R 54428821 2205 -1 3R 148742174 1967 1 2R 21498521 93 -1
AALB001003 2L 72015618 2710 -1 2R 26406379 3024 1 3R 145260481 2543 1 2R 25828022 386 -1
AALB015494 3R 106257409 22446 1 3L 183491217 27834 1 3L 204355716 22123 -1 3L 74050903 2627 1
AALB007442 3R 128926135 1232 -1 3L 175404825 1187 1 3L 225951069 1214 -1 3L 75087648 1151 -1
AALB001667 2L 95861192 4178 1 2R 19386433 7260 -1 3R 167521067 1178 1 2R 15807973 178 -1
AALB000131 2L 87522975 1116 1 2R 29835361 6538 -1 3R 174302374 4886 -1 2R 24644268 227 1
AALB006927 X 350991 1005 -1 X 15729794 1197 -1 X 5748669 1071 1 X 11586054 872 1
AALB003845 3R 103560184 734 -1 3L 167006728 716 1 3L 217985942 817 1 3L 67111349 713 1
AALB004518 3L 147470328 2183 -1 2L 71997546 3709 -1 2L 131664377 5979 -1 2L 52908048 396 -1
AALB000727 2L 76602395 1430 1 2R 49055845 6593 -1 3R 172026706 899 -1 2R 32921197 372 1
AALB006862 X 1219333 381 1 X 756656 8491 1 X 5327170 10312 1 X 4901265 121 1
AALB007769 X 10885440 1683 -1 X 13467196 2257 -1 3L 219470450 998 1 X 1454081 86 -1
AALB006155 3L 168896725 903 -1 2L 95537012 1059 -1 2L 111774051 33885 -1 2L 44378322 218 1
AALB002940 2R 63309065 2838 -1 2R 58747942 3216 -1 3R 187053514 4711 1 2R 33529332 36 -1
AALB015683 2R 57464418 980 -1 3R 150412563 778 1 2R 79763604 897 -1 3R 60800544 86 -1
AALB004500 3L 147203713 8754 1 2L 71705056 2172 1 2L 121326304 1648 1 2L 52612324 1034 1
AALB000767 2L 76064925 662 -1 2R 36224792 4212 -1 3R 152411703 1087 1 2R 18432989 827 1
AALB003800 3R 102828572 676 1 3L 168866277 1489 -1 3L 229942613 764 -1 3L 78587385 294 1
AALB000519 2L 80509295 7175 1 2R 20988345 3662 1 3L 198464495 4426 -1 2R 20420406 2902 -1
AALB006627 X 4282601 1883 1 X 11651351 1889 -1 X 4572839 1865 1 X 36007 845 -1
AALB010829 3R 121920868 1169 1 2L 73545875 2912 -1 3L 221251784 1179 1 2L 39581955 191 -1
AALB007706 X 9471616 6558 1 X 899466 6633 1 X 8442607 8723 1 X 12108220 102 -1
AALB005455 3L 160403297 941 -1 2L 73112960 956 1 2L 133109287 953 -1 2L 48842177 1439 -1
AALB004173 3L 141604292 932 -1 2L 77067369 1632 -1 2L 99688607 1819 1 2L 42791598 90 1
AALB003733 3R 102087048 1217 -1 3L 169797991 1980 1 3L 222786714 1532 1 3L 77663715 149 -1
AALB005451 3L 160332005 7633 1 2L 73178951 22580 -1 2L 133025755 15858 1 2L 48918435 542 -1
AALB009873 3R 105956340 1346 -1 3L 183079472 1744 -1 3L 195476740 1610 -1 3L 73663724 584 1
AALB002716 2R 22236136 1169 1 3R 108274840 1645 -1 2R 36936813 1455 -1 3R 56506007 61 -1
AALB009321 2R 14902230 1680 -1 3R 103736289 1841 1 2R 24820031 1703 1 3R 53339706 33 -1
AALB007773 X 10831497 2228 -1 2R 45767606 1298 1 X 13067590 5936 -1 2R 28566197 1298 1
AALB010275 3R 112914758 1478 1 3L 183861359 2808 -1 3L 203921977 1125 1 3L 74386154 15 -1
AALB006552 X 5129787 9953 1 X 15486830 12273 1 X 5511709 11082 -1 X 10487824 525 -1
AALB001679 2L 95162460 3220 1 2R 41707965 4701 -1 3R 161491423 2111 1 2R 28248768 22 -1
AALB007739 X 9767802 1634 1 X 7431991 1720 1 X 20951119 2194 1 X 6031927 134 1
AALB010297 3R 113530019 3607 1 3L 167737567 8944 1 3L 218903068 2297 1 3L 64215837 102 1
AALB003206 3L 138907580 1389 1 2L 83549878 1372 1 2L 97719120 1353 1 2L 45698431 95 -1
AALB006417 X 6527727 2732 -1 X 618357 3158 -1 X 14915762 2867 1 X 4696815 149 -1
AALB007094 3R 128487505 11197 1 3L 186883126 7578 1 3L 220779227 57496 -1 3L 65682891 26 1
AALB007087 3R 128354751 1854 -1 3L 186734797 2157 -1 3L 224970049 9632 -1 3L 65528785 705 1
AALB005754 3L 163950797 865 -1 2L 72227671 7917 1 2L 131891366 714 1 2L 49946306 309 -1
AALB002281 2R 31494389 4833 -1 3R 114634054 5002 -1 2R 51308960 4932 1 3R 59310011 202 1
AALB007729 X 9694361 15104 1 X 1323423 9033 -1 X 19923244 6276 -1 X 10781250 120 -1
AALB006901 X 634634 4948 1 X 9862297 7163 1 X 4900441 5099 -1 X 8287349 262 1
AALB006874 X 1125658 3654 1 X 10876529 3123 1 X 3120259 37792 1 X 6559230 275 -1
AALB006107 3L 168143405 5760 1 2L 90735381 1721 -1 2L 106011747 10141 -1 2L 40047032 94 1
AALB007737 X 9759458 1474 1 X 1214530 2704 1 X 18978097 1295 1 X 10635797 615 1
AALB009428 2R 13572557 5946 1 3R 105090616 6315 -1 2R 24836525 5681 1 3R 54710995 1265 -1
AALB009984 3R 107869433 1455 -1 3L 185547150 5198 1 3L 227638465 1630 -1 3L 79847286 242 -1
AALB006649 X 3978130 6714 -1 X 10481623 8667 -1 X 9215504 51028 1 X 3048322 134 1
AALB006706 X 3235870 24241 1 X 3721914 4499 1 X 1798381 37551 1 X 9666360 280 1
AALB015527 X 1053227 5045 -1 X 10765166 5268 -1 3L 191071101 13585 -1 X 6667251 231 1
AALB001484 2L 99167101 698 -1 2R 26277971 1007 1 3R 145131321 803 1 2R 30898252 237 1
AALB010805 3R 121638559 1973 1 3L 163986712 2135 -1 3L 226236124 830 1 3L 69616303 29 1
AALB002209 2R 32643807 1458 1 3R 106654540 2271 -1 2R 35095975 2547 -1 3R 54933499 126 -1
AALB004713 3L 150171462 9871 1 2L 73303576 7759 1 2L 132905306 7259 -1 2L 49028937 278 1
AALB000102 2L 88258761 6073 -1 2R 28957148 2683 1 3R 177072208 2421 -1 2R 23672418 62 1
AALB009206 2R 16126557 10057 -1 3R 105235572 1556 -1 2R 26472081 5216 -1 3R 54853180 1553 -1
AALB004505 3L 147225186 9720 1 2L 71730095 16137 1 2L 121355930 11722 1 2L 52635348 675 1
AALB001331 2L 101214597 326 -1 2R 17213510 326 -1 3R 170625307 2005 1 2R 13742654 322 -1
AALB004190 3L 141806019 497 -1 2L 77270672 783 -1 2L 95874977 887 -1 2L 42995913 176 -1
AALB007041 3R 127819740 1902 1 3L 179420938 2176 -1 3L 206348777 1804 -1 3L 67948966 56 1
AALB006662 X 3888235 5082 1 X 13655488 16559 -1 X 6905029 23878 -1 X 3207846 217 1
AALB009877 3R 105990098 756 1 3L 183123505 11047 1 3L 195741295 10735 1 3L 73702573 151 1
AALB007658 X 8939570 3969 1 X 6691819 2751 -1 X 14351163 3558 -1 X 671814 116 -1
AALB002189 2R 33049051 3753 1 3R 109026977 5188 -1 2R 37410441 23378 -1 3R 57025698 167 -1
AALB002908 2R 63041836 4670 -1 3R 161241853 26227 -1 2R 84665380 11227 -1 3R 62662140 197 -1
AALB010139 3R 110717514 2061 -1 3L 171724819 4002 1 3L 225308940 1036 -1 3L 76542485 99 -1
AALB006278 X 8479010 13226 -1 X 10943572 10617 1 X 2943798 7115 1 X 6474125 191 1
AALB004879 3L 153161890 1055 1 2L 76752822 1586 1 2L 96440922 1412 -1 2L 42466994 29 1
AALB002705 2R 22315293 3752 -1 3R 108373673 4972 -1 2R 37051987 3862 -1 3R 56606056 48 -1
AALB001478 2L 99235331 10177 1 2R 26182918 12195 -1 3R 145047128 16303 -1 2R 30781346 364 -1
AALB002992 2R 46953638 1195 1 3R 159047862 1381 -1 2R 81647340 969 -1 3R 61997851 266 1
AALB006744 X 2755365 2715 1 X 12423935 2541 -1 X 10498796 2100 1 X 11341798 1194 -1
AALB006637 X 4182720 6865 -1 X 11374568 12157 -1 X 1160877 4316 -1 X 277750 64 1
AALB010219 3R 112349464 1259 -1 3L 176742780 1815 -1 3L 194288789 1300 -1 3L 68280427 57 1
AALB009764 3R 104694937 1587 -1 3L 186538983 1106 -1 3L 224782855 1205 -1 3L 79097676 404 1
AALB001964 2L 90995020 1515 1 2R 20007624 3280 -1 3R 166292446 161651 1 2R 16449975 197 -1
AALB015759 X 6082575 10045 1 X 2066150 1850 1 X 13656841 11175 -1 X 2503557 62 -1
AALB003757 3R 102383561 1900 1 X 14090445 1785 -1 2R 41958795 1804 -1 X 9913342 174 -1
AALB001939 2L 91282559 1252 -1 2R 21841501 1149 1 3R 179379181 1263 1 2R 19523474 903 -1
AALB005109 3L 156263928 6761 1 2L 73944004 11859 -1 2L 132233351 4194 1 2L 49640541 76 -1
AALB015564 3R 125302806 1808 1 3L 164460337 2438 1 3L 213091516 1974 -1 3L 70819487 55 1
AALB009779 3R 104814531 2373 1 3L 186716415 1424 1 3L 224951416 1324 1 3L 65513287 895 1
AALB004369 3L 144476642 1701 -1 2L 101252427 2500 1 2L 98029364 1843 1 2L 40436375 156 1
AALB003094 2R 48910147 1419 -1 3R 118112093 11237 -1 2R 47977412 1254 1 3R 60020895 318 -1
AALB001652 2L 96519609 1315 1 2R 18719778 1813 -1 3R 168511739 1483 1 2R 15225655 74 -1
AALB003307 X 10190029 1589 1 X 1174248 3000 -1 X 11369793 3130 1 X 11765314 16 1
AALB010368 3R 114581155 2144 -1 3L 170246076 5217 -1 3L 222154403 2011 1 3L 77218327 381 1
AALB010086 3R 109504500 2107 1 3L 181070676 1327 -1 3L 228037762 1319 1 3L 80270085 117 1
AALB003901 3R 130449917 4890 -1 3L 197583233 3907 -1 3L 190835403 1353 -1 3L 62970076 277 1
AALB002688 2R 22469685 1998 -1 3R 108547251 2762 -1 2R 27612860 12291 -1 3R 56770205 199 -1
AALB001552 2L 98490617 1393 -1 3R 131972807 9695 1 2R 35842401 2230 1 3R 55536758 12 1
AALB008000 2L 66242765 654 -1 3R 149909214 1256 1 2R 74971356 1328 1 3R 61308413 1280 -1
AALB009708 2R 37946135 3488 1 3R 159384717 11833 -1 2R 81966167 13223 -1 3R 59774188 203 1
AALB003727 3R 102052309 6881 1 3L 169834905 5576 -1 3L 222747804 4579 1 3L 77623278 118 1
AALB002282 2R 31488339 3970 1 3R 114626820 4448 1 2R 51316700 1315 -1 3R 59321856 144 -1
AALB001606 2L 97466141 4223 -1 2R 17801265 17821 1 3R 169787795 1602 -1 2R 14335372 60 1
AALB006185 3L 169295014 1331 -1 2L 96267242 932 1 2L 123092698 932 -1 2L 43610378 926 -1
AALB009419 2R 13617826 1180 1 3R 105046961 1477 -1 2R 24883510 1221 1 3R 54667224 80 -1
AALB001733 2L 94337122 6652 1 2R 37883711 6624 -1 3R 145518124 10959 -1 2R 16901967 584 1
AALB008836 2R 21435658 1754 -1 3R 107476449 1725 -1 2R 36059968 1641 -1 3R 55735846 33 -1
AALB001144 2L 69035618 4964 -1 2R 20980428 845 1 3R 180194203 984 1 2R 20431443 95 -1
AALB010737 3R 120328002 4739 1 3L 174152582 4067 1 3L 196132106 3042 -1 3L 73016285 56 -1
AALB001912 2L 91710691 773 1 2R 31475436 485 1 3R 139867332 1268 1 2R 32087658 980 -1
AALB003789 3R 102735059 1774 -1 3L 168993917 1718 1 3L 229422645 1409 -1 3L 78461690 1712 -1
AALB008833 2R 21466795 1883 -1 3R 107508141 7872 -1 2R 36093695 2072 -1 3R 55770493 17 -1
AALB006551 X 5145018 3288 1 X 15504813 25653 1 X 5495763 8103 -1 X 10465658 305 -1
AALB003763 3R 102404988 5662 -1 3L 169396584 2309 1 3L 223378265 769 -1 3L 78058013 38 -1
AALB001610 2L 97441165 7076 1 2R 17845290 1806 -1 3R 169753527 1219 1 2R 14363057 732 -1
AALB003788 3R 102677729 3642 1 3L 169060797 3434 -1 3L 229350302 602 1 3L 78393328 112 1
AALB005981 3L 166634506 2090 -1 2L 74139744 2766 -1 2L 131991272 3217 1 2L 49841495 18 -1
AALB010192 3R 111829350 1566 -1 3L 182724459 2954 1 3L 227363540 1677 1 3L 69876050 254 -1
AALB009774 3R 104766385 5371 -1 3L 186629142 7626 -1 3L 224881577 657 -1 3L 65428961 486 -1
AALB008814 2R 21612671 1335 -1 3R 107670932 1352 -1 2R 36267331 1374 -1 3R 55921268 965 -1
AALB008554 2R 60570007 1274 1 3R 145730061 1319 1 2R 77256041 1193 1 3R 59420814 1182 -1
AALB002814 2R 61745450 9660 -1 3R 156254774 11958 -1 2R 62296768 14014 1 2L 52929415 72 1
AALB001199 2L 68019656 3000 -1 2R 45733754 2087 -1 3R 159382736 2018 -1 2R 28531734 2054 -1
AALB003332 X 10455512 738 -1 X 12123705 1183 1 X 14838271 1724 1 X 11287218 104 -1
AALB005614 3L 162185156 2183 -1 2L 61519831 3852 -1 2L 118961120 2307 1 2L 51774069 42 -1
AALB003786 3R 102673178 1085 1 3L 169068351 1085 -1 3L 229345382 1088 1 3L 78387593 1085 1
AALB006322 X 8050112 2152 -1 3R 108032710 2421 1 2R 36678904 2167 1 3R 56269740 245 1
AALB005611 3L 162060045 10337 -1 2L 75622866 38983 -1 2L 119163456 17101 1 2L 51639442 26 -1
AALB002180 2R 33177736 1286 -1 3R 108887157 1188 1 2R 37273283 1072 1 3R 56902214 54 1
AALB004028 3R 123504672 7134 1 3L 194546919 5177 1 3L 209559544 5015 1 3L 67814865 168 -1
AALB007721 X 9610093 1943 -1 X 12176105 1925 1 X 9524563 1964 1 X 5219107 1314 -1
AALB002022 2L 90345626 3255 -1 2R 31853647 3529 -1 3R 140250215 3542 -1 2R 31638493 74 1
AALB002257 2R 31713445 2362 1 3R 118573986 5551 1 2R 47546364 4205 -1 3R 60436298 359 -1
AALB007883 2L 64654470 2122 1 2R 59247664 1642 -1 3R 186461693 2586 1 2R 33979123 709 -1
AALB007289 3L 136773384 618 -1 2L 101510998 997 -1 2L 95431115 840 1 2L 40683328 155 -1
AALB002021 2L 90350763 5889 -1 2R 31857603 6621 -1 3R 140257901 22669 -1 2R 31638493 74 1
AALB004441 3L 145876587 1177 1 2L 77454117 14516 -1 2L 109247289 16023 1 2L 43239035 114 -1
AALB009818 3R 105187709 773 -1 3L 164512452 1128 1 3L 213047051 1000 -1 3L 70863016 431 1
AALB004686 3L 149819104 5446 -1 2L 65255894 2198 -1 2L 113929053 1523 1 2L 48666167 82 -1
AALB008184 2R 43165533 8544 -1 3R 153775979 6147 -1 2R 64647185 8470 -1 3R 57808618 77 1
AALB010572 3R 117709183 4527 -1 3L 161988155 7606 -1 3L 207493611 1742 -1 3L 63582933 172 -1
AALB007878 2L 64592489 3796 1 2R 59324827 3862 -1 3R 186355623 3873 1 2R 34022982 123 -1
AALB004925 3L 153932305 1864 -1 2L 62746936 2791 -1 2L 103018127 2713 1 2L 46157026 107 -1
AALB009338 2R 14655261 774 -1 3R 103972990 844 1 2R 26027090 1210 -1 3R 53107342 16 -1
AALB004652 3L 149206458 1161 1 2L 65095623 4355 1 2L 114140846 3872 -1 2L 48475456 178 1
AALB000655 2L 77733580 4738 1 2R 40671132 5670 1 3R 157701259 4860 -1 2R 27152351 3050 1
AALB007874 2L 64560041 3620 1 2R 59368092 3755 -1 3R 186310589 2574 1 2R 34086771 80 -1
AALB010351 3R 114464458 2252 -1 3L 183928971 1044 -1 3L 203912567 1045 1 3L 74399325 56 -1
AALB006139 3L 168612697 5941 -1 2L 95076443 8507 -1 2L 113544939 3672 -1 2L 44769767 42 1
AALB009370 2R 14484438 1775 -1 3R 104164151 1809 1 2R 25815082 1519 -1 3R 53811956 468 1
AALB003808 3R 102864461 4109 1 3L 171387442 2205 -1 3L 229882773 2143 1 3L 76838474 281 1
AALB010510 3R 117010750 1490 1 3L 180765387 1450 1 3L 221366053 1957 1 3L 80525895 806 -1
AALB006265 X 8608532 1369 -1 X 13824728 2935 -1 X 15790708 1685 -1 X 10186683 158 1
AALB015606 2R 34972343 4373 1 3R 150193356 4008 1 2R 75251556 4231 1 3R 61026379 134 -1
AALB010381 3R 114660808 2426 -1 3L 170345144 1781 -1 3L 222011457 1183 1 3L 77124666 231 1
AALB006481 X 5988112 584 -1 X 9669669 4630 1 X 20161491 1187 1 X 8494309 191 1
AALB003095 2R 48933508 1701 1 3R 118147870 2677 1 2R 47949846 1381 -1 3R 60050198 332 1
AALB014550 3L 168034247 1589 -1 2L 69492350 7001 -1 2L 94497186 2264 1 2L 36727812 1556 1
AALB010371 3R 114615923 1231 -1 3L 170288593 2671 -1 3L 222102129 876 1 3L 77180304 72 1
