"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene";"asinensis_eg_gene"
"AALB010217";"AATE011126";"AGAP012502";"ASIS010287"
"AALB010217";"AATE011126";"AGAP012504";"ASIS010287"
"AALB010217";"AATE011126";"AGAP028075";"ASIS010287"
"AALB002844";"AATE015509";"AGAP003431";"ASIS016735"
"AALB014159";"AATE018030";"AGAP009508";"ASIS004160"
"AALB009970";"AATE003645";"AGAP012340";"ASIS018561"
"AALB009970";"AATE003645";"AGAP013360";"ASIS018561"
"AALB009970";"AATE003645";"AGAP000628";"ASIS018561"
"AALB005332";"AATE002200";"AGAP006871";"ASIS011645"
"AALB001302";"AATE001218";"AGAP008274";"ASIS015220"
"AALB002719";"AATE010698";"AGAP001947";"ASIS016406"
"AALB002057";"AATE012117";"AGAP001620";"ASIS021057"
"AALB000337";"AATE018930";"AGAP013715";"ASIS017028"
"AALB003504";"AATE014382";"AGAP002656";"ASIS005784"
"AALB000243";"AATE008225";"AGAP007769";"ASIS006539"
"AALB007132";"AATE006160";"AGAP002016";"ASIS023367"
"AALB001164";"AATE005766";"AGAP028144";"ASIS001088"
"AALB010361";"AATE013060";"AGAP011252";"ASIS002809"
"AALB004964";"AATE017039";"AGAP006941";"ASIS019287"
"AALB004918";"AATE000530";"AGAP006925";"ASIS007224"
"AALB004918";"AATE005474";"AGAP006925";"ASIS007224"
"AALB009226";"AATE008380";"AGAP001513";"ASIS008534"
"AALB004350";"AATE001988";"AGAP005229";"ASIS010958"
"AALB008900";"AATE006718";"AGAP002815";"ASIS010638"
"AALB004919";"AATE017163";"AGAP005584";"ASIS010986"
"AALB004919";"AATE017163";"AGAP005584";"ASIS009290"
"AALB000013";"AATE007573";"AGAP028118";"ASIS006647"
"AALB000013";"AATE007573";"AGAP028020";"ASIS006647"
"AALB000013";"AATE007573";"AGAP028195";"ASIS006647"
"AALB009299";"AATE010488";"AGAP001109";"ASIS019371"
"AALB004342";"AATE019213";"AGAP005238";"ASIS010527"
"AALB009172";"AATE011907";"AGAP002530";"ASIS022189"
"AALB001983";"AATE005347";"AGAP007854";"ASIS012157"
"AALB007795";"AATE020488";"AGAP000841";"ASIS015737"
"AALB002977";"AATE011228";"AGAP004551";"ASIS012708"
"AALB009365";"AATE006721";"AGAP013011";"ASIS007030"
"AALB008865";"AATE010798";"AGAP001687";"ASIS022087"
"AALB008865";"AATE010798";"AGAP001687";"ASIS009538"
"AALB003189";"AATE010340";"AGAP005163";"ASIS009844"
"AALB000346";"AATE020574";"AGAP009598";"ASIS022901"
"AALB010335";"AATE000522";"AGAP011426";"ASIS012278"
"AALB005878";"AATE006231";"AGAP005121";"ASIS017706"
"AALB003899";"AATE006708";"AGAP010399";"ASIS021448"
"AALB010814";"AATE008564";"AGAP028632";"ASIS000794"
"AALB010814";"AATE008564";"AGAP028632";"ASIS007837"
"AALB005188";"AATE019588";"AGAP006451";"ASIS015039"
"AALB000299";"AATE013172";"AGAP009303";"ASIS003902"
"AALB006963";"AATE010980";"AGAP010881";"ASIS004883"
"AALB002207";"AATE021193";"AGAP001807";"ASIS010371"
"AALB002207";"AATE010852";"AGAP001807";"ASIS010371"
"AALB007641";"AATE016081";"AGAP000884";"ASIS013421"
"AALB003513";"AATE000776";"AGAP013321";"ASIS002407"
"AALB005999";"AATE020840";"AGAP005845";"ASIS023461"
"AALB007553";"AATE001123";"AGAP028223";"ASIS012294"
"AALB002105";"AATE013898";"AGAP002329";"ASIS005081"
"AALB010216";"AATE012082";"AGAP010544";"ASIS001618"
"AALB009458";"AATE007170";"AGAP004181";"ASIS020335"
"AALB003967";"AATE012598";"AGAP012115";"ASIS008636"
"AALB000009";"AATE014935";"AGAP008959";"ASIS009839"
"AALB000009";"AATE014935";"AGAP008959";"ASIS018274"
"AALB002247";"AATE001620";"AGAP002149";"ASIS012471"
"AALB007540";"AATE020466";"AGAP012525";"ASIS009904"
"AALB007540";"AATE020466";"AGAP010318";"ASIS009904"
"AALB009959";"AATE019840";"AGAP012227";"ASIS018539"
"AALB003929";"AATE003569";"AGAP003075";"ASIS002767"
"AALB009699";"AATE012875";"AGAP004579";"ASIS018284"
"AALB000658";"AATE007375";"AGAP008986";"ASIS007822"
"AALB010464";"AATE009424";"AGAP011334";"ASIS004460"
"AALB002498";"AATE002230";"AGAP003772";"ASIS016749"
"AALB006431";"AATE007879";"AGAP000130";"ASIS014815"
"AALB002843";"AATE008094";"AGAP003432";"ASIS004996"
"AALB002780";"AATE006849";"AGAP003715";"ASIS016314"
"AALB000720";"AATE016977";"AGAP008501";"ASIS007189"
"AALB001431";"AATE007221";"AGAP009205";"ASIS017716"
"AALB005024";"AATE006737";"AGAP007039";"ASIS013201"
"AALB014010";"AATE000192";"AGAP009700";"ASIS001254"
"AALB009390";"AATE012507";"AGAP001190";"ASIS021898"
"AALB006682";"AATE008218";"AGAP000461";"ASIS016429"
"AALB009160";"AATE013498";"AGAP001514";"ASIS009637"
"AALB005782";"AATE020596";"AGAP005967";"ASIS022391"
"AALB005782";"AATE020596";"AGAP005968";"ASIS022391"
"AALB005782";"AATE020596";"AGAP005969";"ASIS022391"
"AALB005782";"AATE020596";"AGAP005966";"ASIS022391"
"AALB005782";"AATE020596";"AGAP005967";"ASIS007944"
"AALB005782";"AATE020596";"AGAP005968";"ASIS007944"
"AALB005782";"AATE020596";"AGAP005969";"ASIS007944"
"AALB005782";"AATE020596";"AGAP005966";"ASIS007944"
"AALB005782";"AATE008605";"AGAP005967";"ASIS022391"
"AALB005782";"AATE008605";"AGAP005968";"ASIS022391"
"AALB005782";"AATE008605";"AGAP005969";"ASIS022391"
"AALB005782";"AATE008605";"AGAP005966";"ASIS022391"
"AALB005782";"AATE008605";"AGAP005967";"ASIS007944"
"AALB005782";"AATE008605";"AGAP005968";"ASIS007944"
"AALB005782";"AATE008605";"AGAP005969";"ASIS007944"
"AALB005782";"AATE008605";"AGAP005966";"ASIS007944"
"AALB005782";"AATE018830";"AGAP005967";"ASIS022391"
"AALB005782";"AATE018830";"AGAP005968";"ASIS022391"
"AALB005782";"AATE018830";"AGAP005969";"ASIS022391"
"AALB005782";"AATE018830";"AGAP005966";"ASIS022391"
"AALB005782";"AATE018830";"AGAP005967";"ASIS007944"
"AALB005782";"AATE018830";"AGAP005968";"ASIS007944"
"AALB005782";"AATE018830";"AGAP005969";"ASIS007944"
"AALB005782";"AATE018830";"AGAP005966";"ASIS007944"
"AALB004776";"AATE009943";"AGAP005899";"ASIS004520"
"AALB000046";"AATE020920";"AGAP007834";"ASIS020959"
"AALB001644";"AATE018429";"AGAP009450";"ASIS018440"
"AALB001644";"AATE012722";"AGAP009450";"ASIS018440"
"AALB004436";"AATE006214";"AGAP006050";"ASIS014802"
"AALB000285";"AATE011116";"AGAP009931";"ASIS005416"
"AALB005764";"AATE020603";"AGAP007108";"ASIS007878"
"AALB002490";"AATE017885";"AGAP003766";"ASIS012108"
"AALB005439";"AATE017613";"AGAP007657";"ASIS017833"
"AALB005888";"AATE002122";"AGAP005133";"ASIS009460"
"AALB000146";"AATE004367";"AGAP009232";"ASIS014952"
"AALB008928";"AATE020647";"AGAP004477";"ASIS016114"
"AALB009382";"AATE013125";"AGAP013230";"ASIS015679"
"AALB007638";"AATE004833";"AGAP000104";"ASIS023756"
"AALB006929";"AATE016003";"AGAP000328";"ASIS009977"
"AALB004009";"AATE013449";"AGAP010345";"ASIS017982"
"AALB007123";"AATE013609";"AGAP003094";"ASIS016412"
"AALB005243";"AATE004321";"AGAP006540";"ASIS013917"
"AALB006172";"AATE016524";"AGAP006756";"ASIS015515"
"AALB007431";"AATE014921";"AGAP011281";"ASIS009999"
"AALB000344";"AATE017961";"AGAP009600";"ASIS001553"
"AALB003655";"AATE006076";"AGAP003323";"ASIS022535"
"AALB006932";"AATE011959";"AGAP000320";"ASIS016284"
"AALB006932";"AATE011959";"AGAP000320";"ASIS009628"
"AALB004676";"AATE016950";"AGAP006227";"ASIS005366"
"AALB006942";"AATE001169";"AGAP000635";"ASIS011717"
"AALB002671";"AATE008620";"AGAP001959";"ASIS018681"
"AALB004382";"AATE008484";"AGAP005297";"ASIS018698"
"AALB001918";"AATE015327";"AGAP008041";"ASIS013447"
"AALB007364";"AATE006208";"AGAP027999";"ASIS013764"
"AALB007364";"AATE006208";"AGAP027999";"ASIS006665"
"AALB001541";"AATE009597";"AGAP008308";"ASIS006528"
"AALB015751";"AATE007187";"AGAP011326";"ASIS014228"
"AALB010716";"AATE012341";"AGAP010765";"ASIS023740"
"AALB010716";"AATE012341";"AGAP010766";"ASIS023740"
"AALB010716";"AATE001559";"AGAP010765";"ASIS023740"
"AALB010716";"AATE001559";"AGAP010766";"ASIS023740"
"AALB007999";"AATE018512";"AGAP008977";"ASIS022730"
"AALB007458";"AATE002772";"AGAP004696";"ASIS010434"
"AALB000982";"AATE018998";"AGAP008095";"ASIS022721"
"AALB000981";"AATE001126";"AGAP008094";"ASIS019117"
"AALB009841";"AATE007097";"AGAP010490";"ASIS010460"
"AALB007659";"AATE011817";"AGAP000787";"ASIS013993"
"AALB007659";"AATE011817";"AGAP000787";"ASIS008752"
"AALB003732";"AATE007391";"AGAP011896";"ASIS014205"
"AALB003831";"AATE006371";"AGAP011626";"ASIS016520"
"AALB006614";"AATE013103";"AGAP000095";"ASIS010273"
"AALB010158";"AATE016912";"AGAP010744";"ASIS010978"
"AALB001566";"AATE012932";"AGAP009936";"ASIS000394"
"AALB002270";"AATE017046";"AGAP003552";"ASIS003292"
"AALB006391";"AATE013215";"AGAP000574";"ASIS003231"
"AALB007101";"AATE007068";"AGAP000908";"ASIS021208"
"AALB004131";"AATE011221";"AGAP006669";"ASIS012720"
"AALB006937";"AATE009280";"AGAP000646";"ASIS006087"
"AALB006937";"AATE001356";"AGAP000646";"ASIS006087"
"AALB006937";"AATE019141";"AGAP000646";"ASIS006087"
"AALB004039";"AATE001495";"AGAP012853";"ASIS018209"
"AALB004039";"AATE001495";"AGAP012137";"ASIS018209"
"AALB002029";"AATE001979";"AGAP008073";"ASIS007656"
"AALB000907";"AATE008494";"AGAP008654";"ASIS011511"
"AALB002436";"AATE017434";"AGAP001704";"ASIS015300"
"AALB000612";"AATE009683";"AGAP008461";"ASIS018664"
"AALB000612";"AATE009683";"AGAP028098";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008453";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008463";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008456";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008457";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008479";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008452";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008462";"ASIS018664"
"AALB000612";"AATE009683";"AGAP008451";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008461";"ASIS018664"
"AALB000612";"AATE007992";"AGAP028098";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008453";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008463";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008456";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008457";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008479";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008452";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008462";"ASIS018664"
"AALB000612";"AATE007992";"AGAP008451";"ASIS018664"
"AALB004757";"AATE001973";"AGAP004823";"ASIS011515"
"AALB009354";"AATE008260";"AGAP001224";"ASIS013621"
"AALB005819";"AATE005982";"AGAP005544";"ASIS012403"
"AALB000965";"AATE014311";"AGAP008631";"ASIS000422"
"AALB009141";"AATE020966";"AGAP001536";"ASIS002535"
"AALB005491";"AATE000861";"AGAP007304";"ASIS012802"
"AALB005676";"AATE011982";"AGAP006120";"ASIS000116"
"AALB003778";"AATE015276";"AGAP001104";"ASIS008972"
"AALB000153";"AATE002724";"AGAP008263";"ASIS006202"
"AALB008536";"AATE001249";"AGAP004085";"ASIS013463"
"AALB009766";"AATE021165";"AGAP028005";"ASIS001839"
"AALB000721";"AATE014288";"AGAP008502";"ASIS011982"
"AALB008907";"AATE018168";"AGAP003386";"ASIS012483"
"AALB001776";"AATE008407";"AGAP008490";"ASIS006205"
"AALB009518";"AATE000413";"AGAP003243";"ASIS022157"
"AALB008425";"AATE015643";"AGAP004273";"ASIS004202"
"AALB015771";"AATE000615";"AGAP008965";"ASIS006632"
"AALB015771";"AATE000615";"AGAP008963";"ASIS006632"
"AALB015771";"AATE000615";"AGAP008964";"ASIS006632"
"AALB005502";"AATE010008";"AGAP007285";"ASIS020653"
"AALB001374";"AATE008473";"AGAP007902";"ASIS017713"
"AALB009426";"AATE008633";"AGAP001145";"ASIS002555"
"AALB000500";"AATE007231";"AGAP009566";"ASIS022882"
"AALB009091";"AATE020001";"AGAP013499";"ASIS019674"
"AALB004882";"AATE005121";"AGAP005156";"ASIS004112"
"AALB007363";"AATE009882";"AGAP028491";"ASIS012656"
"AALB003682";"AATE015121";"AGAP003484";"ASIS022164"
"AALB002685";"AATE001869";"AGAP001347";"ASIS016108"
"AALB002926";"AATE007043";"AGAP010292";"ASIS012850"
"AALB002926";"AATE007043";"AGAP010292";"ASIS012522"
"AALB009538";"AATE008399";"AGAP003219";"ASIS011030"
"AALB007249";"AATE016797";"AGAP003984";"ASIS017801"
"AALB000918";"AATE008411";"AGAP008664";"ASIS000448"
"AALB008891";"AATE004645";"AGAP002805";"ASIS008119"
"AALB008891";"AATE004645";"AGAP002805";"ASIS004727"
"AALB002495";"AATE016296";"AGAP003769";"ASIS021377"
"AALB003097";"AATE008283";"AGAP013451";"ASIS019765"
"AALB010332";"AATE016643";"AGAP011434";"ASIS009852"
"AALB010332";"AATE016643";"AGAP011434";"ASIS021972"
"AALB006833";"AATE013720";"AGAP000578";"ASIS015373"
"AALB002965";"AATE010005";"AGAP002813";"ASIS018129"
"AALB010279";"AATE004860";"AGAP011063";"ASIS003214"
"AALB002523";"AATE015027";"AGAP003541";"ASIS016946"
"AALB009496";"AATE009344";"AGAP003280";"ASIS015169"
"AALB000702";"AATE001253";"AGAP008526";"ASIS014124"
"AALB000702";"AATE001253";"AGAP008526";"ASIS004844"
"AALB000083";"AATE015533";"AGAP008783";"ASIS001930"
"AALB003919";"AATE002257";"AGAP001559";"ASIS014282"
"AALB008733";"AATE018306";"AGAP003176";"ASIS011414"
"AALB002204";"AATE017825";"AGAP001804";"ASIS000666"
"AALB000749";"AATE009111";"AGAP007738";"ASIS016388"
"AALB006395";"AATE017475";"AGAP000938";"ASIS010254"
"AALB005105";"AATE016782";"AGAP005505";"ASIS007562"
"AALB003163";"AATE015870";"AGAP004451";"ASIS010525"
"AALB007086";"AATE017460";"AGAP012046";"ASIS013726"
"AALB006314";"AATE002558";"AGAP000418";"ASIS002172"
"AALB002156";"AATE002236";"AGAP004134";"ASIS001271"
"AALB008020";"AATE016393";"AGAP007791";"ASIS015938"
"AALB006792";"AATE013028";"AGAP000264";"ASIS000204"
"AALB002405";"AATE007680";"AGAP003024";"ASIS002026"
"AALB000774";"AATE001344";"AGAP008804";"ASIS015058"
"AALB009164";"AATE008249";"AGAP002520";"ASIS001925"
"AALB008839";"AATE001014";"AGAP001877";"ASIS008624"
"AALB009432";"AATE002283";"AGAP001259";"ASIS008434"
"AALB008169";"AATE001082";"AGAP003917";"ASIS001976"
"AALB006537";"AATE006576";"AGAP000606";"ASIS009551"
"AALB001574";"AATE018867";"AGAP000306";"ASIS019292"
"AALB001574";"AATE012462";"AGAP000306";"ASIS019292"
"AALB005357";"AATE019907";"AGAP006684";"ASIS003009"
"AALB002320";"AATE003323";"AGAP002828";"ASIS000134"
"AALB008180";"AATE000738";"AGAP012683";"ASIS009778"
"AALB008180";"AATE000738";"AGAP002024";"ASIS009778"
"AALB006362";"AATE011657";"AGAP000793";"ASIS001474"
"AALB008771";"AATE017754";"AGAP010258";"ASIS013892"
"AALB006004";"AATE001274";"AGAP005850";"ASIS017078"
"AALB009193";"AATE006864";"AGAP001296";"ASIS022643"
"AALB009572";"AATE009538";"AGAP002543";"ASIS022058"
"AALB006365";"AATE009927";"AGAP001039";"ASIS006642"
"AALB006365";"AATE016092";"AGAP001039";"ASIS006642"
"AALB003051";"AATE006402";"AGAP002889";"ASIS013932"
"AALB003051";"AATE006402";"AGAP002889";"ASIS002429"
"AALB003432";"AATE018186";"AGAP003125";"ASIS015440"
"AALB009168";"AATE007107";"AGAP002524";"ASIS002357"
"AALB004021";"AATE008323";"AGAP011347";"ASIS005925"
"AALB004960";"AATE009012";"AGAP006945";"ASIS018919"
"AALB006978";"AATE003309";"AGAP010936";"ASIS006108"
"AALB003961";"AATE002056";"AGAP011398";"ASIS003194"
"AALB004936";"AATE020100";"AGAP006146";"ASIS008564"
"AALB007392";"AATE006455";"AGAP011319";"ASIS022743"
"AALB002393";"AATE014108";"AGAP002754";"ASIS013391"
"AALB002130";"AATE013497";"AGAP004496";"ASIS022125"
"AALB009638";"AATE005948";"AGAP003870";"ASIS016037"
"AALB008714";"AATE004580";"AGAP003887";"ASIS012673"
"AALB000293";"AATE015760";"AGAP009292";"ASIS019455"
"AALB005843";"AATE010458";"AGAP006166";"ASIS008139"
"AALB005843";"AATE010570";"AGAP006166";"ASIS008139"
"AALB010126";"AATE004146";"AGAP012002";"ASIS003068"
"AALB015533";"AATE016157";"AGAP000530";"ASIS021999"
"AALB007376";"AATE005979";"AGAP010969";"ASIS012058"
"AALB007376";"AATE005979";"AGAP010969";"ASIS014592"
"AALB007376";"AATE001177";"AGAP010969";"ASIS012058"
"AALB007376";"AATE001177";"AGAP010969";"ASIS014592"
"AALB004017";"AATE013323";"AGAP011351";"ASIS005214"
"AALB000338";"AATE001107";"AGAP007994";"ASIS023656"
"AALB000549";"AATE015660";"AGAP028563";"ASIS010812"
"AALB001225";"AATE014554";"AGAP010380";"ASIS017094"
"AALB015616";"AATE008636";"AGAP002416";"ASIS022718"
"AALB007948";"AATE012681";"AGAP010074";"ASIS003387"
"AALB009056";"AATE000604";"AGAP011098";"ASIS002077"
"AALB007128";"AATE015506";"AGAP002018";"ASIS019033"
"AALB002142";"AATE020977";"AGAP004119";"ASIS013034"
"AALB006128";"AATE011682";"AGAP005652";"ASIS021726"
"AALB003197";"AATE000194";"AGAP005170";"ASIS022879"
"AALB005276";"AATE006318";"AGAP006793";"ASIS014907"
"AALB005771";"AATE019384";"AGAP005980";"ASIS011244"
"AALB001955";"AATE006612";"AGAP009338";"ASIS019305"
"AALB000869";"AATE008199";"AGAP010034";"ASIS010982"
"AALB004549";"AATE012829";"AGAP007100";"ASIS017079"
"AALB005930";"AATE000588";"AGAP005781";"ASIS010257"
"AALB003107";"AATE008033";"AGAP003874";"ASIS012472"
"AALB002037";"AATE017284";"AGAP008058";"ASIS016385"
"AALB003409";"AATE009217";"AGAP002182";"ASIS018663"
"AALB007584";"AATE008364";"AGAP000444";"ASIS019635"
"AALB015572";"AATE020700";"AGAP008206";"ASIS003242"
"AALB003787";"AATE019603";"AGAP012375";"ASIS019859"
"AALB002160";"AATE012294";"AGAP004136";"ASIS015432"
"AALB008091";"AATE014675";"AGAP013139";"ASIS005978"
"AALB000807";"AATE003700";"AGAP009783";"ASIS002945"
"AALB014252";"AATE018378";"AGAP013186";"ASIS010294"
"AALB014252";"AATE018378";"AGAP013186";"ASIS019178"
"AALB007252";"AATE014572";"AGAP003981";"ASIS008670"
"AALB006358";"AATE006932";"AGAP000207";"ASIS019269"
"AALB008665";"AATE002763";"AGAP002686";"ASIS022336"
"AALB000961";"AATE010528";"AGAP008711";"ASIS015511"
"AALB015714";"AATE001426";"AGAP004855";"ASIS007711"
"AALB015714";"AATE001426";"AGAP004855";"ASIS022134"
"AALB015714";"AATE001426";"AGAP004855";"ASIS001462"
"AALB015714";"AATE001426";"AGAP004855";"ASIS007501"
"AALB015714";"AATE001426";"AGAP004855";"ASIS007167"
"AALB015714";"AATE001426";"AGAP004855";"ASIS020231"
"AALB001404";"AATE019532";"AGAP007928";"ASIS017964"
"AALB002703";"AATE018386";"AGAP001955";"ASIS008125"
"AALB002446";"AATE014715";"AGAP001695";"ASIS001312"
"AALB004458";"AATE003474";"AGAP005808";"ASIS017173"
"AALB002895";"AATE005068";"AGAP004653";"ASIS022818"
"AALB004861";"AATE001180";"AGAP004829";"ASIS001443"
"AALB004861";"AATE001180";"AGAP004829";"ASIS018771"
"AALB000365";"AATE017744";"AGAP009925";"ASIS019994"
"AALB001450";"AATE009514";"AGAP009276";"ASIS002230"
"AALB006412";"AATE010720";"AGAP000285";"ASIS008277"
"AALB004915";"AATE018513";"AGAP006921";"ASIS003469"
"AALB003548";"AATE007576";"AGAP004520";"ASIS021314"
"AALB004726";"AATE010304";"AGAP006478";"ASIS016838"
"AALB003185";"AATE004608";"AGAP003663";"ASIS002477"
"AALB001686";"AATE010092";"AGAP009126";"ASIS015100"
"AALB009385";"AATE007987";"AGAP013523";"ASIS008082"
"AALB009215";"AATE004430";"AGAP001269";"ASIS015971"
"AALB006474";"AATE013049";"AGAP000930";"ASIS013593"
"AALB006058";"AATE011223";"AGAP006099";"ASIS003717"
"AALB005883";"AATE015510";"AGAP005126";"ASIS021195"
"AALB002791";"AATE007421";"AGAP003892";"ASIS018480"
"AALB002791";"AATE007421";"AGAP012748";"ASIS018480"
"AALB004669";"AATE000458";"AGAP007029";"ASIS016038"
"AALB005367";"AATE010939";"AGAP006700";"ASIS022519"
"AALB010779";"AATE018203";"AGAP011137";"ASIS021106"
"AALB000350";"AATE009349";"AGAP009175";"ASIS008319"
"AALB006564";"AATE001099";"AGAP000154";"ASIS004177"
"AALB009682";"AATE002494";"AGAP002608";"ASIS016951"
"AALB001546";"AATE019415";"AGAP008302";"ASIS009087"
"AALB000777";"AATE001950";"AGAP008811";"ASIS011593"
"AALB008370";"AATE021033";"AGAP002634";"ASIS008354"
"AALB005790";"AATE007903";"AGAP005960";"ASIS022282"
"AALB005688";"AATE012303";"AGAP007663";"ASIS022549"
"AALB010460";"AATE015976";"AGAP011337";"ASIS014101"
"AALB004941";"AATE000109";"AGAP006150";"ASIS004663"
"AALB004941";"AATE000109";"AGAP007148";"ASIS004663"
"AALB006815";"AATE009592";"AGAP000653";"ASIS000863"
"AALB003198";"AATE001850";"AGAP005171";"ASIS000333"
"AALB003074";"AATE019277";"AGAP001783";"ASIS010376"
"AALB001126";"AATE021031";"AGAP028175";"ASIS010769"
"AALB005858";"AATE000278";"AGAP007442";"ASIS014187"
"AALB015567";"AATE010152";"AGAP003627";"ASIS016916"
"AALB015567";"AATE010152";"AGAP012946";"ASIS016916"
"AALB015567";"AATE010152";"AGAP003627";"ASIS022716"
"AALB015567";"AATE010152";"AGAP012946";"ASIS022716"
"AALB015567";"AATE010152";"AGAP003627";"ASIS002210"
"AALB015567";"AATE010152";"AGAP012946";"ASIS002210"
"AALB015567";"AATE006822";"AGAP003627";"ASIS016916"
"AALB015567";"AATE006822";"AGAP012946";"ASIS016916"
"AALB015567";"AATE006822";"AGAP003627";"ASIS022716"
"AALB015567";"AATE006822";"AGAP012946";"ASIS022716"
"AALB015567";"AATE006822";"AGAP003627";"ASIS002210"
"AALB015567";"AATE006822";"AGAP012946";"ASIS002210"
"AALB003731";"AATE003805";"AGAP011897";"ASIS007477"
"AALB002835";"AATE009869";"AGAP003441";"ASIS017973"
"AALB008043";"AATE004791";"AGAP009013";"ASIS014581"
"AALB000042";"AATE010210";"AGAP000835";"ASIS013708"
"AALB000042";"AATE010210";"AGAP004972";"ASIS013708"
"AALB000042";"AATE010210";"AGAP004973";"ASIS013708"
"AALB000042";"AATE010210";"AGAP000835";"ASIS015054"
"AALB000042";"AATE010210";"AGAP004972";"ASIS015054"
"AALB000042";"AATE010210";"AGAP004973";"ASIS015054"
"AALB000042";"AATE010210";"AGAP000835";"ASIS012306"
"AALB000042";"AATE010210";"AGAP004972";"ASIS012306"
"AALB000042";"AATE010210";"AGAP004973";"ASIS012306"
"AALB007229";"AATE000651";"AGAP003521";"ASIS002551"
"AALB001891";"AATE009995";"AGAP008998";"ASIS003973"
"AALB004195";"AATE006283";"AGAP005115";"ASIS011256"
"AALB004707";"AATE012896";"AGAP005918";"ASIS019657"
"AALB005945";"AATE017213";"AGAP006385";"ASIS022445"
"AALB010598";"AATE018721";"AGAP011049";"ASIS011062"
"AALB010598";"AATE018721";"AGAP011049";"ASIS021569"
"AALB010598";"AATE018721";"AGAP011049";"ASIS002724"
"AALB003824";"AATE018928";"AGAP011638";"ASIS002902"
"AALB003824";"AATE018928";"AGAP011638";"ASIS003034"
"AALB003824";"AATE018928";"AGAP011638";"ASIS005500"
"AALB003824";"AATE018928";"AGAP011638";"ASIS018059"
"AALB002979";"AATE001360";"AGAP004548";"ASIS007211"
"AALB001310";"AATE017953";"AGAP008288";"ASIS013315"
"AALB003283";"AATE016607";"AGAP000818";"ASIS011540"
"AALB001647";"AATE017930";"AGAP009445";"ASIS004148"
"AALB001946";"AATE011514";"AGAP009864";"ASIS003158"
"AALB001946";"AATE011514";"AGAP012814";"ASIS003158"
"AALB004491";"AATE008755";"AGAP007336";"ASIS022889"
"AALB010522";"AATE007071";"AGAP011803";"ASIS008228"
"AALB015855";"AATE014221";"AGAP013450";"ASIS023136"
"AALB010350";"AATE007493";"AGAP011058";"ASIS010608"
"AALB006190";"AATE012015";"AGAP006738";"ASIS013578"
"AALB010042";"AATE009784";"AGAP011505";"ASIS004600"
"AALB007568";"AATE007112";"AGAP010406";"ASIS009127"
"AALB005400";"AATE002826";"AGAP007619";"ASIS006735"
"AALB003781";"AATE016558";"AGAP012367";"ASIS002164"
