"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB003732";"AATE007391";"AGAP011896"
"AALB005516";"AATE007262";"AGAP007269"
"AALB003831";"AATE006371";"AGAP011626"
"AALB006614";"AATE013103";"AGAP000095"
"AALB010158";"AATE016912";"AGAP010744"
"AALB001566";"AATE012932";"AGAP009936"
"AALB002270";"AATE017046";"AGAP003552"
"AALB006391";"AATE013215";"AGAP000574"
"AALB007101";"AATE007068";"AGAP000908"
"AALB004131";"AATE011221";"AGAP006669"
"AALB006937";"AATE009280";"AGAP000646"
"AALB006937";"AATE001356";"AGAP000646"
"AALB006937";"AATE019141";"AGAP000646"
"AALB002734";"AATE011320";"AGAP028472"
"AALB004039";"AATE001495";"AGAP012853"
"AALB004039";"AATE001495";"AGAP012137"
"AALB002029";"AATE001979";"AGAP008073"
"AALB000907";"AATE008494";"AGAP008654"
"AALB002436";"AATE017434";"AGAP001704"
"AALB000612";"AATE009683";"AGAP008461"
"AALB000612";"AATE009683";"AGAP028098"
"AALB000612";"AATE009683";"AGAP008453"
"AALB000612";"AATE009683";"AGAP008463"
"AALB000612";"AATE009683";"AGAP008456"
"AALB000612";"AATE009683";"AGAP008457"
"AALB000612";"AATE009683";"AGAP008479"
"AALB000612";"AATE009683";"AGAP008452"
"AALB000612";"AATE009683";"AGAP008462"
"AALB000612";"AATE009683";"AGAP008451"
"AALB000612";"AATE007992";"AGAP008461"
"AALB000612";"AATE007992";"AGAP028098"
"AALB000612";"AATE007992";"AGAP008453"
"AALB000612";"AATE007992";"AGAP008463"
"AALB000612";"AATE007992";"AGAP008456"
"AALB000612";"AATE007992";"AGAP008457"
"AALB000612";"AATE007992";"AGAP008479"
"AALB000612";"AATE007992";"AGAP008452"
"AALB000612";"AATE007992";"AGAP008462"
"AALB000612";"AATE007992";"AGAP008451"
"AALB004757";"AATE001973";"AGAP004823"
"AALB009354";"AATE008260";"AGAP001224"
"AALB005819";"AATE005982";"AGAP005544"
"AALB000965";"AATE014311";"AGAP008631"
"AALB009141";"AATE020966";"AGAP001536"
"AALB005491";"AATE000861";"AGAP007304"
"AALB005676";"AATE011982";"AGAP006120"
"AALB003778";"AATE015276";"AGAP001104"
"AALB005827";"AATE003598";"AGAP005661"
"AALB000153";"AATE002724";"AGAP008263"
"AALB008536";"AATE001249";"AGAP004085"
"AALB009766";"AATE021165";"AGAP028005"
"AALB000721";"AATE014288";"AGAP008502"
"AALB008907";"AATE018168";"AGAP003386"
"AALB001776";"AATE008407";"AGAP008490"
"AALB009518";"AATE000413";"AGAP003243"
"AALB008425";"AATE015643";"AGAP004273"
"AALB015771";"AATE000615";"AGAP008965"
"AALB015771";"AATE000615";"AGAP008963"
"AALB015771";"AATE000615";"AGAP008964"
"AALB004101";"AATE014034";"AGAP006345"
"AALB004101";"AATE014034";"AGAP006346"
"AALB005502";"AATE010008";"AGAP007285"
"AALB001374";"AATE008473";"AGAP007902"
"AALB007705";"AATE009498";"AGAP007630"
"AALB007705";"AATE009498";"AGAP000669"
"AALB009426";"AATE008633";"AGAP001145"
"AALB000500";"AATE007231";"AGAP009566"
"AALB009091";"AATE020001";"AGAP013499"
"AALB004882";"AATE005121";"AGAP005156"
"AALB007363";"AATE009882";"AGAP028491"
"AALB003682";"AATE015121";"AGAP003484"
"AALB002685";"AATE001869";"AGAP001347"
"AALB002926";"AATE007043";"AGAP010292"
"AALB009538";"AATE008399";"AGAP003219"
"AALB007249";"AATE016797";"AGAP003984"
"AALB000918";"AATE008411";"AGAP008664"
"AALB008891";"AATE004645";"AGAP002805"
"AALB002495";"AATE016296";"AGAP003769"
"AALB003097";"AATE008283";"AGAP013451"
"AALB010332";"AATE016643";"AGAP011434"
"AALB006833";"AATE013720";"AGAP000578"
"AALB002965";"AATE010005";"AGAP002813"
"AALB010279";"AATE004860";"AGAP011063"
"AALB002523";"AATE015027";"AGAP003541"
"AALB009496";"AATE009344";"AGAP003280"
"AALB000702";"AATE001253";"AGAP008526"
"AALB000083";"AATE015533";"AGAP008783"
"AALB003919";"AATE002257";"AGAP001559"
"AALB008733";"AATE018306";"AGAP003176"
"AALB002204";"AATE017825";"AGAP001804"
"AALB000749";"AATE009111";"AGAP007738"
"AALB008484";"AATE020801";"AGAP010698"
"AALB006395";"AATE017475";"AGAP000938"
"AALB005105";"AATE016782";"AGAP005505"
"AALB009012";"AATE003151";"AGAP004288"
"AALB000298";"AATE005115";"AGAP009302"
"AALB003163";"AATE015870";"AGAP004451"
"AALB008149";"AATE003627";"AGAP002971"
"AALB007086";"AATE017460";"AGAP012046"
"AALB006314";"AATE002558";"AGAP000418"
"AALB002156";"AATE002236";"AGAP004134"
"AALB004480";"AATE015840";"AGAP005790"
"AALB008020";"AATE016393";"AGAP007791"
"AALB006792";"AATE013028";"AGAP000264"
"AALB002405";"AATE007680";"AGAP003024"
"AALB000774";"AATE001344";"AGAP008804"
"AALB009164";"AATE008249";"AGAP002520"
"AALB008839";"AATE001014";"AGAP001877"
"AALB000372";"AATE019004";"AGAP009917"
"AALB009432";"AATE002283";"AGAP001259"
"AALB008169";"AATE001082";"AGAP003917"
"AALB006537";"AATE006576";"AGAP000606"
"AALB001574";"AATE018867";"AGAP000306"
"AALB001574";"AATE012462";"AGAP000306"
"AALB005357";"AATE019907";"AGAP006684"
"AALB002320";"AATE003323";"AGAP002828"
"AALB008180";"AATE000738";"AGAP012683"
"AALB008180";"AATE000738";"AGAP002024"
"AALB006362";"AATE011657";"AGAP000793"
"AALB008771";"AATE017754";"AGAP010258"
"AALB006004";"AATE001274";"AGAP005850"
"AALB009193";"AATE006864";"AGAP001296"
"AALB009572";"AATE009538";"AGAP002543"
"AALB006365";"AATE009927";"AGAP001039"
"AALB006365";"AATE016092";"AGAP001039"
"AALB003051";"AATE006402";"AGAP002889"
"AALB003432";"AATE018186";"AGAP003125"
"AALB009168";"AATE007107";"AGAP002524"
"AALB004021";"AATE008323";"AGAP011347"
"AALB004960";"AATE009012";"AGAP006945"
"AALB006408";"AATE012091";"AGAP000345"
"AALB005723";"AATE011260";"AGAP005359"
"AALB006978";"AATE003309";"AGAP010936"
"AALB008856";"AATE005690";"AGAP002173"
"AALB005207";"AATE004674";"AGAP005484"
"AALB005207";"AATE004674";"AGAP005483"
"AALB003961";"AATE002056";"AGAP011398"
"AALB004936";"AATE020100";"AGAP006146"
"AALB007392";"AATE006455";"AGAP011319"
"AALB002393";"AATE014108";"AGAP002754"
"AALB002130";"AATE013497";"AGAP004496"
"AALB009638";"AATE005948";"AGAP003870"
"AALB008714";"AATE004580";"AGAP003887"
"AALB000293";"AATE015760";"AGAP009292"
"AALB005843";"AATE010458";"AGAP006166"
"AALB005843";"AATE010570";"AGAP006166"
"AALB010126";"AATE004146";"AGAP012002"
"AALB015533";"AATE016157";"AGAP000530"
"AALB010795";"AATE011310";"AGAP028543"
"AALB007376";"AATE005979";"AGAP010969"
"AALB007376";"AATE001177";"AGAP010969"
"AALB001856";"AATE007251";"AGAP013712"
"AALB004017";"AATE013323";"AGAP011351"
"AALB000338";"AATE001107";"AGAP007994"
"AALB000549";"AATE015660";"AGAP028563"
"AALB001225";"AATE014554";"AGAP010380"
"AALB015616";"AATE008636";"AGAP002416"
"AALB015570";"AATE004459";"AGAP009855"
"AALB007948";"AATE012681";"AGAP010074"
"AALB009056";"AATE000604";"AGAP011098"
"AALB007128";"AATE015506";"AGAP002018"
"AALB002142";"AATE020977";"AGAP004119"
"AALB006128";"AATE011682";"AGAP005652"
"AALB003197";"AATE000194";"AGAP005170"
"AALB005276";"AATE006318";"AGAP006793"
"AALB005771";"AATE019384";"AGAP005980"
"AALB000359";"AATE004186";"AGAP009042"
"AALB001955";"AATE006612";"AGAP009338"
"AALB000869";"AATE008199";"AGAP010034"
"AALB004549";"AATE012829";"AGAP007100"
"AALB005930";"AATE000588";"AGAP005781"
"AALB003107";"AATE008033";"AGAP003874"
"AALB002037";"AATE017284";"AGAP008058"
"AALB003409";"AATE009217";"AGAP002182"
"AALB007584";"AATE008364";"AGAP000444"
"AALB015572";"AATE020700";"AGAP008206"
"AALB003787";"AATE019603";"AGAP012375"
"AALB002160";"AATE012294";"AGAP004136"
"AALB008091";"AATE014675";"AGAP013139"
"AALB000807";"AATE003700";"AGAP009783"
"AALB014252";"AATE018378";"AGAP013186"
"AALB014910";"AATE006699";"AGAP011971"
"AALB007270";"AATE005344";"AGAP003133"
"AALB005795";"AATE005305";"AGAP005953"
"AALB007252";"AATE014572";"AGAP003981"
"AALB006358";"AATE006932";"AGAP000207"
"AALB008665";"AATE002763";"AGAP002686"
"AALB005773";"AATE019050";"AGAP005978"
"AALB000961";"AATE010528";"AGAP008711"
"AALB008081";"AATE021015";"AGAP004256"
"AALB015714";"AATE001426";"AGAP004855"
"AALB001404";"AATE019532";"AGAP007928"
"AALB007382";"AATE020741";"AGAP010852"
"AALB007382";"AATE008590";"AGAP010852"
"AALB002703";"AATE018386";"AGAP001955"
"AALB000149";"AATE010307";"AGAP009225"
"AALB004220";"AATE002549";"AGAP005563"
"AALB002446";"AATE014715";"AGAP001695"
"AALB004458";"AATE003474";"AGAP005808"
"AALB004722";"AATE001143";"AGAP006475"
"AALB002895";"AATE005068";"AGAP004653"
"AALB004861";"AATE001180";"AGAP004829"
"AALB000365";"AATE017744";"AGAP009925"
"AALB001450";"AATE009514";"AGAP009276"
"AALB006412";"AATE010720";"AGAP000285"
"AALB004915";"AATE018513";"AGAP006921"
"AALB007767";"AATE014083";"AGAP000513"
"AALB003548";"AATE007576";"AGAP004520"
"AALB004726";"AATE010304";"AGAP006478"
"AALB003185";"AATE004608";"AGAP003663"
"AALB001686";"AATE010092";"AGAP009126"
"AALB009385";"AATE007987";"AGAP013523"
"AALB009215";"AATE004430";"AGAP001269"
"AALB006474";"AATE013049";"AGAP000930"
"AALB006058";"AATE011223";"AGAP006099"
"AALB005883";"AATE015510";"AGAP005126"
"AALB002791";"AATE007421";"AGAP003892"
"AALB002791";"AATE007421";"AGAP012748"
"AALB004669";"AATE000458";"AGAP007029"
"AALB005367";"AATE010939";"AGAP006700"
"AALB009737";"AATE017205";"AGAP002273"
"AALB010779";"AATE018203";"AGAP011137"
"AALB003712";"AATE016488";"AGAP012419"
"AALB000350";"AATE009349";"AGAP009175"
"AALB006564";"AATE001099";"AGAP000154"
"AALB009682";"AATE002494";"AGAP002608"
"AALB001546";"AATE019415";"AGAP008302"
"AALB000777";"AATE001950";"AGAP008811"
"AALB008370";"AATE021033";"AGAP002634"
"AALB001313";"AATE001553";"AGAP009950"
"AALB005790";"AATE007903";"AGAP005960"
"AALB005688";"AATE012303";"AGAP007663"
"AALB010460";"AATE015976";"AGAP011337"
"AALB004941";"AATE000109";"AGAP006150"
"AALB004941";"AATE000109";"AGAP007148"
"AALB006815";"AATE009592";"AGAP000653"
"AALB010235";"AATE018663";"AGAP010568"
"AALB003198";"AATE001850";"AGAP005171"
"AALB003074";"AATE019277";"AGAP001783"
"AALB001126";"AATE021031";"AGAP028175"
"AALB005858";"AATE000278";"AGAP007442"
"AALB015567";"AATE010152";"AGAP003627"
"AALB015567";"AATE010152";"AGAP012946"
"AALB015567";"AATE006822";"AGAP003627"
"AALB015567";"AATE006822";"AGAP012946"
"AALB003731";"AATE003805";"AGAP011897"
"AALB006753";"AATE014520";"AGAP000538"
"AALB002835";"AATE009869";"AGAP003441"
"AALB008043";"AATE004791";"AGAP009013"
"AALB000042";"AATE010210";"AGAP000835"
"AALB000042";"AATE010210";"AGAP004972"
"AALB000042";"AATE010210";"AGAP004973"
"AALB007229";"AATE000651";"AGAP003521"
"AALB001891";"AATE009995";"AGAP008998"
"AALB004195";"AATE006283";"AGAP005115"
"AALB004707";"AATE012896";"AGAP005918"
"AALB005945";"AATE017213";"AGAP006385"
"AALB010598";"AATE018721";"AGAP011049"
"AALB003824";"AATE018928";"AGAP011638"
"AALB002979";"AATE001360";"AGAP004548"
"AALB001310";"AATE017953";"AGAP008288"
"AALB003283";"AATE016607";"AGAP000818"
"AALB001647";"AATE017930";"AGAP009445"
"AALB001946";"AATE011514";"AGAP009864"
"AALB001946";"AATE011514";"AGAP012814"
"AALB004491";"AATE008755";"AGAP007336"
"AALB010522";"AATE007071";"AGAP011803"
"AALB015855";"AATE014221";"AGAP013450"
"AALB010350";"AATE007493";"AGAP011058"
"AALB006190";"AATE012015";"AGAP006738"
"AALB010042";"AATE009784";"AGAP011505"
"AALB007568";"AATE007112";"AGAP010406"
"AALB005400";"AATE002826";"AGAP007619"
"AALB003781";"AATE016558";"AGAP012367"
"AALB002402";"AATE003283";"AGAP003023"
"AALB015847";"AATE019366";"AGAP001734"
"AALB005301";"AATE004929";"AGAP006814"
"AALB001823";"AATE010511";"AGAP008889"
"AALB002985";"AATE004346";"AGAP004537"
"AALB009635";"AATE010703";"AGAP003867"
"AALB004906";"AATE014666";"AGAP006903"
"AALB003646";"AATE006514";"AGAP003317"
"AALB000813";"AATE009027";"AGAP009790"
"AALB005757";"AATE015554";"AGAP007365"
"AALB007789";"AATE006799";"AGAP012429"
"AALB002773";"AATE009195";"AGAP003709"
"AALB007432";"AATE000706";"AGAP011279"
"AALB004260";"AATE019830";"AGAP005882"
"AALB005549";"AATE012301";"AGAP006974"
"AALB002537";"AATE003664";"AGAP013007"
"AALB015801";"AATE003194";"AGAP004455"
"AALB000901";"AATE009875";"AGAP008646"
"AALB001437";"AATE002805";"AGAP009200"
"AALB001458";"AATE013841";"AGAP009284"
"AALB008719";"AATE013749";"AGAP003884"
"AALB009810";"AATE019501";"AGAP011451"
"AALB015872";"AATE005790";"AGAP013005"
"AALB001706";"AATE012779";"AGAP009110"
"AALB009939";"AATE002302";"AGAP011970"
"AALB003199";"AATE015198";"AGAP005173"
"AALB008395";"AATE006049";"AGAP004224"
"AALB002699";"AATE012801";"AGAP001454"
"AALB001818";"AATE017104";"AGAP008882"
"AALB000376";"AATE004127";"AGAP009910"
"AALB008369";"AATE006340";"AGAP002635"
"AALB001505";"AATE004577";"AGAP008133"
"AALB001770";"AATE009305";"AGAP011224"
"AALB001770";"AATE003235";"AGAP011224"
"AALB004878";"AATE001226";"AGAP005159"
"AALB000387";"AATE000132";"AGAP007800"
"AALB001300";"AATE000523";"AGAP008268"
"AALB002610";"AATE010452";"AGAP002110"
"AALB001086";"AATE007565";"AGAP028594"
"AALB006880";"AATE006248";"AGAP000198"
"AALB008662";"AATE010330";"AGAP002691"
"AALB009067";"AATE010731";"AGAP003374"
"AALB004914";"AATE002533";"AGAP006918"
"AALB001222";"AATE008205";"AGAP010383"
"AALB004502";"AATE016492";"AGAP006649"
"AALB008039";"AATE009953";"AGAP028026"
"AALB010054";"AATE000093";"AGAP011723"
"AALB005681";"AATE006102";"AGAP005930"
"AALB009449";"AATE014308";"AGAP004197"
"AALB009449";"AATE014308";"AGAP010329"
"AALB009449";"AATE014308";"AGAP004687"
"AALB009449";"AATE014308";"AGAP012438"
"AALB009449";"AATE014308";"AGAP012583"
"AALB009449";"AATE014308";"AGAP012912"
"AALB009449";"AATE014308";"AGAP012497"
"AALB004792";"AATE016221";"AGAP005145"
"AALB014111";"AATE005009";"AGAP028508"
"AALB014111";"AATE005009";"AGAP028685"
"AALB014111";"AATE005009";"AGAP028690"
"AALB014111";"AATE005009";"AGAP005475"
"AALB014111";"AATE005009";"AGAP005307"
"AALB014111";"AATE005009";"AGAP012588"
"AALB014111";"AATE005009";"AGAP012450"
"AALB014111";"AATE005009";"AGAP005474"
"AALB014111";"AATE005009";"AGAP028506"
"AALB014111";"AATE005009";"AGAP005106"
"AALB014111";"AATE005009";"AGAP012715"
"AALB014111";"AATE005009";"AGAP028687"
"AALB014111";"AATE005009";"AGAP028689"
"AALB014111";"AATE005009";"AGAP028509"
"AALB014111";"AATE005009";"AGAP005478"
"AALB014111";"AATE005009";"AGAP011072"
"AALB014111";"AATE005009";"AGAP028688"
"AALB014111";"AATE005009";"AGAP006696"
"AALB014111";"AATE005009";"AGAP011074"
"AALB014111";"AATE005009";"AGAP028444"
"AALB014111";"AATE005009";"AGAP012552"
"AALB014111";"AATE005009";"AGAP005477"
"AALB014111";"AATE005009";"AGAP001067"
"AALB014111";"AATE005009";"AGAP011073"
"AALB014111";"AATE005009";"AGAP028686"
"AALB014111";"AATE005009";"AGAP005476"
"AALB014111";"AATE005009";"AGAP011071"
"AALB014111";"AATE004225";"AGAP028508"
"AALB014111";"AATE004225";"AGAP028685"
"AALB014111";"AATE004225";"AGAP028690"
"AALB014111";"AATE004225";"AGAP005475"
"AALB014111";"AATE004225";"AGAP005307"
"AALB014111";"AATE004225";"AGAP012588"
"AALB014111";"AATE004225";"AGAP012450"
"AALB014111";"AATE004225";"AGAP005474"
"AALB014111";"AATE004225";"AGAP028506"
"AALB014111";"AATE004225";"AGAP005106"
"AALB014111";"AATE004225";"AGAP012715"
"AALB014111";"AATE004225";"AGAP028687"
"AALB014111";"AATE004225";"AGAP028689"
"AALB014111";"AATE004225";"AGAP028509"
"AALB014111";"AATE004225";"AGAP005478"
"AALB014111";"AATE004225";"AGAP011072"
"AALB014111";"AATE004225";"AGAP028688"
"AALB014111";"AATE004225";"AGAP006696"
"AALB014111";"AATE004225";"AGAP011074"
"AALB014111";"AATE004225";"AGAP028444"
"AALB014111";"AATE004225";"AGAP012552"
"AALB014111";"AATE004225";"AGAP005477"
"AALB014111";"AATE004225";"AGAP001067"
"AALB014111";"AATE004225";"AGAP011073"
"AALB014111";"AATE004225";"AGAP028686"
"AALB014111";"AATE004225";"AGAP005476"
"AALB014111";"AATE004225";"AGAP011071"
"AALB006475";"AATE009337";"AGAP000614"
"AALB004460";"AATE012426";"AGAP005806"
"AALB001882";"AATE020640";"AGAP009638"
"AALB001882";"AATE002104";"AGAP009638"
"AALB009223";"AATE008370";"AGAP002513"
"AALB003538";"AATE010176";"AGAP028484"
"AALB004596";"AATE012348";"AGAP005595"
"AALB000128";"AATE006777";"AGAP009710"
"AALB008844";"AATE017686";"AGAP013033"
"AALB007366";"AATE003202";"AGAP010328"
"AALB009066";"AATE002600";"AGAP003600"
"AALB010215";"AATE016344";"AGAP010543"
"AALB001590";"AATE011858";"AGAP009999"
"AALB007695";"AATE009131";"AGAP000128"
"AALB008822";"AATE013825";"AGAP001899"
"AALB010220";"AATE004507";"AGAP012037"
"AALB010220";"AATE021101";"AGAP012037"
"AALB009890";"AATE009104";"AGAP011087"
"AALB009587";"AATE015184";"AGAP001324"
"AALB015538";"AATE015366";"AGAP005620"
"AALB009899";"AATE021113";"AGAP011078"
"AALB000466";"AATE000178";"AGAP008838"
"AALB007631";"AATE018212";"AGAP000961"
"AALB003262";"AATE015185";"AGAP006275"
"AALB002313";"AATE014052";"AGAP001356"
"AALB002111";"AATE019093";"AGAP012947"
"AALB002535";"AATE012654";"AGAP012951"
"AALB008042";"AATE019458";"AGAP009011"
"AALB004982";"AATE012834";"AGAP004930"
"AALB001479";"AATE010453";"AGAP008362"
"AALB003103";"AATE014888";"AGAP002937"
"AALB000724";"AATE010982";"AGAP009609"
"AALB009690";"AATE017915";"AGAP002594"
"AALB002181";"AATE008500";"AGAP001978"
"AALB001523";"AATE003840";"AGAP008157"
"AALB002263";"AATE015334";"AGAP002421"
"AALB000207";"AATE019000";"AGAP013747"
"AALB002496";"AATE003052";"AGAP003770"
"AALB007848";"AATE018206";"AGAP010203"
"AALB010665";"AATE012279";"AGAP011996"
"AALB008478";"AATE014464";"AGAP011361"
"AALB000059";"AATE010716";"AGAP008612"
"AALB005884";"AATE020114";"AGAP005127"
"AALB004180";"AATE021072";"AGAP005096"
"AALB010191";"AATE017308";"AGAP012241"
"AALB009665";"AATE015525";"AGAP002228"
"AALB001365";"AATE014588";"AGAP007878"
"AALB007868";"AATE018497";"AGAP010223"
"AALB007964";"AATE015141";"AGAP010058"
"AALB001415";"AATE014452";"AGAP007893"
"AALB002665";"AATE017892";"AGAP001968"
"AALB009345";"AATE003666";"AGAP013012"
"AALB007629";"AATE010923";"AGAP000011"
"AALB005383";"AATE007875";"AGAP006722"
"AALB007349";"AATE003827";"AGAP005088"
"AALB003180";"AATE003986";"AGAP004297"
"AALB006692";"AATE019956";"AGAP000951"
"AALB005477";"AATE019431";"AGAP007323"
"AALB001306";"AATE017505";"AGAP008280"
"AALB004100";"AATE010422";"AGAP006344"
"AALB015579";"AATE009501";"AGAP009805"
"AALB008535";"AATE020396";"AGAP004309"
"AALB002598";"AATE007376";"AGAP012823"
"AALB002598";"AATE007376";"AGAP003367"
"AALB001296";"AATE015516";"AGAP008265"
"AALB002170";"AATE020886";"AGAP002257"
"AALB002324";"AATE008618";"AGAP002831"
"AALB002428";"AATE003201";"AGAP003047"
"AALB007146";"AATE012974";"AGAP002004"
"AALB009194";"AATE008870";"AGAP001294"
"AALB001469";"AATE004715";"AGAP008353"
"AALB003804";"AATE016332";"AGAP012404"
"AALB009625";"AATE001660";"AGAP002053"
"AALB010315";"AATE006331";"AGAP011678"
"AALB010384";"AATE016169";"AGAP011829"
"AALB004400";"AATE018053";"AGAP005275"
"AALB002065";"AATE005881";"AGAP002366"
"AALB001538";"AATE018913";"AGAP008312"
"AALB001591";"AATE016601";"AGAP012798"
"AALB001591";"AATE016601";"AGAP009998"
"AALB007799";"AATE013775";"AGAP012954"
"AALB008912";"AATE019055";"AGAP003375"
"AALB001710";"AATE018714";"AGAP009108"
"AALB000030";"AATE008903";"AGAP008181"
"AALB004040";"AATE002400";"AGAP012136"
"AALB003996";"AATE008989";"AGAP010479"
"AALB006426";"AATE021192";"AGAP000278"
"AALB010567";"AATE018986";"AGAP028621"
"AALB009023";"AATE009026";"AGAP012591"
"AALB008690";"AATE010945";"AGAP004437"
"AALB000341";"AATE004234";"AGAP007998"
"AALB005387";"AATE001874";"AGAP006728"
"AALB004343";"AATE000330";"AGAP005236"
"AALB002666";"AATE014896";"AGAP001964"
"AALB000144";"AATE014623";"AGAP009076"
"AALB009201";"AATE017476";"AGAP001286"
"AALB002929";"AATE000031";"AGAP012488"
"AALB002929";"AATE000031";"AGAP012452"
"AALB002929";"AATE000031";"AGAP028650"
"AALB000671";"AATE014076";"AGAP009066"
"AALB000671";"AATE007995";"AGAP009066"
"AALB000671";"AATE019876";"AGAP009066"
"AALB010075";"AATE018836";"AGAP012308"
"AALB000575";"AATE001130";"AGAP009957"
"AALB002527";"AATE012097";"AGAP003537"
"AALB010292";"AATE013124";"AGAP011641"
"AALB003708";"AATE007912";"AGAP007722"
"AALB009062";"AATE010878";"AGAP002336"
"AALB004052";"AATE005515";"AGAP012129"
"AALB010262";"AATE016864";"AGAP011815"
"AALB010717";"AATE012856";"AGAP010764"
"AALB009431";"AATE003780";"AGAP001139"
"AALB002702";"AATE020406";"AGAP001957"
"AALB003470";"AATE001873";"AGAP004397"
"AALB003215";"AATE007415";"AGAP005206"
"AALB008327";"AATE010849";"AGAP004613"
"AALB004264";"AATE005160";"AGAP005886"
"AALB009692";"AATE019172";"AGAP003576"
"AALB004455";"AATE014805";"AGAP005809"
"AALB005696";"AATE014187";"AGAP006897"
"AALB009366";"AATE021099";"AGAP001211"
"AALB002363";"AATE008862";"AGAP001408"
"AALB007906";"AATE020858";"AGAP010152"
"AALB001033";"AATE019668";"AGAP009255"
"AALB010320";"AATE013866";"AGAP028600"
"AALB000446";"AATE020322";"AGAP009831"
"AALB000712";"AATE009234";"AGAP008512"
"AALB007387";"AATE020954";"AGAP011322"
"AALB008481";"AATE013057";"AGAP011358"
"AALB008541";"AATE008325";"AGAP004255"
"AALB003665";"AATE006274";"AGAP004211"
"AALB002454";"AATE021686";"AGAP001595"
"AALB007589";"AATE018235";"AGAP010428"
"AALB004205";"AATE015675";"AGAP007238"
"AALB002357";"AATE018806";"AGAP001401"
"AALB004067";"AATE019437";"AGAP011542"
"AALB004794";"AATE002538";"AGAP005143"
"AALB006055";"AATE008280";"AGAP006101"
"AALB008460";"AATE017698";"AGAP004361"
"AALB007518";"AATE014119";"AGAP004798"
"AALB005652";"AATE008259";"AGAP007197"
"AALB005644";"AATE018631";"AGAP006479"
"AALB005441";"AATE003697";"AGAP007659"
"AALB015772";"AATE008319";"AGAP008962"
"AALB010772";"AATE018145";"AGAP011131"
"AALB002438";"AATE003616";"AGAP001702"
"AALB009658";"AATE009580";"AGAP002233"
"AALB010117";"AATE013601";"AGAP028012"
"AALB002970";"AATE010067";"AGAP004562"
"AALB009256";"AATE017283";"AGAP001473"
"AALB003135";"AATE001619";"AGAP013133"
"AALB004775";"AATE016506";"AGAP005898"
"AALB006234";"AATE018852";"AGAP007556"
"AALB009545";"AATE009368";"AGAP003207"
"AALB005748";"AATE001617";"AGAP007391"
"AALB009893";"AATE007731";"AGAP011084"
"AALB001107";"AATE020201";"AGAP028006"
"AALB010794";"AATE001758";"AGAP012218"
"AALB006498";"AATE006791";"AGAP000649"
"AALB010398";"AATE000730";"AGAP010591"
"AALB005110";"AATE015749";"AGAP007439"
"AALB002973";"AATE008216";"AGAP004556"
"AALB008390";"AATE000029";"AGAP012739"
"AALB008390";"AATE000029";"AGAP004219"
